clinic,status,day,population
11217,8,2008-01-31,1
11217,8,2008-03-31,2
11217,8,2008-04-30,3
11217,8,2008-06-30,4
11217,8,2008-07-31,4
11217,8,2008-09-30,6
11217,8,2008-10-31,9
11217,8,2008-12-31,11
11217,8,2009-01-31,6
11217,8,2009-03-31,12
11217,8,2009-04-30,12
11217,8,2009-05-31,12
11217,8,2009-06-30,16
11217,8,2009-07-31,19
11217,8,2009-08-31,9
11217,8,2009-09-30,5
11217,8,2009-10-31,11
11217,8,2009-11-30,9
11217,8,2009-12-31,11
11217,8,2010-01-31,15
11217,8,2010-02-28,15
11217,8,2010-03-31,10
11217,8,2010-04-30,4
11217,8,2010-05-31,10
11217,8,2010-06-30,9
11217,8,2010-07-31,13
11217,8,2010-08-31,14
11217,8,2010-09-30,8
11217,8,2010-10-31,9
11217,8,2010-11-30,10
11217,8,2010-12-31,12
11217,8,2011-01-31,10
11217,8,2011-02-28,15
11217,8,2011-03-31,18
11217,8,2011-04-30,22
11217,8,2011-05-31,29
11217,8,2011-06-30,29
11217,8,2011-07-31,8
11217,8,2011-08-31,7
11217,8,2011-09-30,13
11217,8,2011-10-31,13
11217,8,2011-11-30,21
11217,8,2011-12-31,28
11217,8,2012-01-31,24
11217,9,2007-10-31,5
11217,9,2007-12-31,7
11217,9,2008-01-31,7
11217,9,2008-03-31,9
11217,9,2008-04-30,9
11217,9,2008-06-30,10
11217,9,2008-07-31,10
11217,9,2008-09-30,11
11217,9,2008-10-31,12
11217,9,2008-12-31,12
11217,9,2009-01-31,13
11217,9,2009-03-31,24
11217,9,2009-04-30,26
11217,9,2009-05-31,26
11217,9,2009-06-30,28
11217,9,2009-07-31,40
11217,9,2009-08-31,106
11217,9,2009-09-30,194
11217,9,2009-10-31,194
11217,9,2009-11-30,210
11217,9,2009-12-31,226
11217,9,2010-01-31,229
11217,9,2010-02-28,264
11217,9,2010-03-31,281
11217,9,2010-04-30,291
11217,9,2010-05-31,312
11217,9,2010-06-30,330
11217,9,2010-07-31,338
11217,9,2010-08-31,342
11217,9,2010-09-30,422
11217,9,2010-10-31,425
11217,9,2010-11-30,434
11217,9,2010-12-31,437
11217,9,2011-01-31,444
11217,9,2011-02-28,448
11217,9,2011-03-31,454
11217,9,2011-04-30,457
11217,9,2011-05-31,468
11217,9,2011-06-30,474
11217,9,2011-07-31,545
11217,9,2011-08-31,584
11217,9,2011-09-30,587
11217,9,2011-10-31,595
11217,9,2011-11-30,605
11217,9,2011-12-31,609
11217,9,2012-01-31,661
11217,10,2006-01-31,11
11217,10,2006-03-31,12
11217,10,2006-04-30,11
11217,10,2006-06-30,12
11217,10,2006-07-31,12
11217,10,2006-09-30,14
11217,10,2006-10-31,13
11217,10,2006-12-31,14
11217,10,2007-01-31,13
11217,10,2007-03-31,14
11217,10,2007-04-30,13
11217,10,2007-06-30,13
11217,10,2007-07-31,14
11217,10,2007-09-30,14
11217,10,2007-10-31,13
11217,10,2007-12-31,12
11217,10,2008-01-31,13
11217,10,2008-03-31,19
11217,10,2008-04-30,20
11217,10,2008-06-30,25
11217,10,2008-07-31,31
11217,10,2008-09-30,40
11217,10,2008-10-31,44
11217,10,2008-12-31,57
11217,10,2009-01-31,63
11217,10,2009-03-31,69
11217,10,2009-04-30,72
11217,10,2009-05-31,81
11217,10,2009-06-30,94
11217,10,2009-07-31,117
11217,10,2009-08-31,77
11217,10,2009-09-30,33
11217,10,2009-10-31,36
11217,10,2009-11-30,27
11217,10,2009-12-31,37
11217,10,2010-01-31,54
11217,10,2010-02-28,44
11217,10,2010-03-31,34
11217,10,2010-04-30,56
11217,10,2010-05-31,58
11217,10,2010-06-30,85
11217,10,2010-07-31,87
11217,10,2010-08-31,95
11217,10,2010-09-30,37
11217,10,2010-10-31,66
11217,10,2010-11-30,92
11217,10,2010-12-31,116
11217,10,2011-01-31,120
11217,10,2011-02-28,103
11217,10,2011-03-31,122
11217,10,2011-04-30,143
11217,10,2011-05-31,157
11217,10,2011-06-30,173
11217,10,2011-07-31,117
11217,10,2011-08-31,111
11217,10,2011-09-30,111
11217,10,2011-10-31,120
11217,10,2011-11-30,138
11217,10,2011-12-31,154
11217,10,2012-01-31,135
11221,1,2008-03-31,1
11221,1,2008-04-30,1
11221,1,2008-06-30,1
11221,1,2008-07-31,1
11221,1,2008-09-30,1
11221,1,2008-10-31,2
11221,1,2008-12-31,6
11221,1,2009-01-31,8
11221,1,2009-03-31,11
11221,1,2009-04-30,20
11221,1,2009-05-31,27
11221,1,2009-06-30,32
11221,1,2009-07-31,33
11221,1,2009-08-31,36
11221,1,2009-09-30,41
11221,1,2009-10-31,46
11221,1,2009-11-30,55
11221,1,2009-12-31,58
11221,1,2010-01-31,61
11221,1,2010-02-28,61
11221,1,2010-03-31,67
11221,1,2010-04-30,68
11221,1,2010-05-31,68
11221,1,2010-06-30,71
11221,1,2010-07-31,74
11221,1,2010-08-31,74
11221,1,2010-09-30,75
11221,1,2010-10-31,78
11221,1,2010-11-30,78
11221,1,2010-12-31,83
11221,1,2011-01-31,85
11221,1,2011-02-28,87
11221,1,2011-03-31,130
11221,1,2011-04-30,173
11221,1,2011-05-31,177
11221,1,2011-06-30,187
11221,1,2011-07-31,192
11221,1,2011-08-31,195
11221,1,2011-09-30,211
11221,1,2011-10-31,217
11221,1,2011-11-30,219
11221,1,2011-12-31,221
11221,1,2012-01-31,228
11221,2,2007-10-31,4
11221,2,2007-12-31,1
11221,2,2008-01-31,8
11221,2,2008-03-31,8
11221,2,2008-04-30,20
11221,2,2008-06-30,27
11221,2,2008-07-31,38
11221,2,2008-09-30,20
11221,2,2008-10-31,11
11221,2,2008-12-31,9
11221,2,2009-01-31,16
11221,2,2009-03-31,21
11221,2,2009-04-30,21
11221,2,2009-05-31,29
11221,2,2009-06-30,26
11221,2,2009-07-31,33
11221,2,2009-08-31,19
11221,2,2009-09-30,27
11221,2,2009-10-31,10
11221,2,2009-11-30,13
11221,2,2009-12-31,20
11221,2,2010-01-31,8
11221,2,2010-02-28,3
11221,2,2010-03-31,14
11221,2,2010-04-30,23
11221,2,2010-05-31,20
11221,2,2010-06-30,11
11221,2,2010-07-31,13
11221,2,2010-08-31,21
11221,2,2010-09-30,12
11221,2,2010-10-31,9
11221,2,2010-11-30,14
11221,2,2010-12-31,15
11221,2,2011-01-31,30
11221,2,2011-02-28,23
11221,2,2011-03-31,28
11221,2,2011-04-30,24
11221,2,2011-05-31,36
11221,2,2011-06-30,36
11221,2,2011-07-31,42
11221,2,2011-08-31,38
11221,2,2011-09-30,38
11221,2,2011-10-31,34
11221,2,2011-11-30,35
11221,2,2011-12-31,28
11221,2,2012-01-31,27
11221,3,2006-04-30,1
11221,3,2006-06-30,1
11221,3,2007-01-31,3
11221,3,2007-03-31,1
11221,3,2007-04-30,3
11221,3,2007-06-30,18
11221,3,2007-07-31,29
11221,3,2007-09-30,39
11221,3,2007-10-31,43
11221,3,2007-12-31,30
11221,3,2008-01-31,45
11221,3,2008-03-31,54
11221,3,2008-04-30,53
11221,3,2008-06-30,74
11221,3,2008-07-31,70
11221,3,2008-09-30,53
11221,3,2008-10-31,51
11221,3,2008-12-31,51
11221,3,2009-01-31,60
11221,3,2009-03-31,55
11221,3,2009-04-30,58
11221,3,2009-05-31,44
11221,3,2009-06-30,52
11221,3,2009-07-31,71
11221,3,2009-08-31,44
11221,3,2009-09-30,64
11221,3,2009-10-31,58
11221,3,2009-11-30,35
11221,3,2009-12-31,49
11221,3,2010-01-31,23
11221,3,2010-02-28,15
11221,3,2010-03-31,43
11221,3,2010-04-30,38
11221,3,2010-05-31,26
11221,3,2010-06-30,45
11221,3,2010-07-31,45
11221,3,2010-08-31,41
11221,3,2010-09-30,57
11221,3,2010-10-31,53
11221,3,2010-11-30,37
11221,3,2010-12-31,26
11221,3,2011-01-31,37
11221,3,2011-02-28,44
11221,3,2011-03-31,37
11221,3,2011-04-30,46
11221,3,2011-05-31,52
11221,3,2011-06-30,77
11221,3,2011-07-31,50
11221,3,2011-08-31,57
11221,3,2011-09-30,72
11221,3,2011-10-31,57
11221,3,2011-11-30,53
11221,3,2011-12-31,54
11221,3,2012-01-31,53
11221,4,2007-12-31,2
11221,4,2008-01-31,2
11221,4,2008-03-31,1
11221,4,2008-04-30,4
11221,4,2008-06-30,7
11221,4,2008-07-31,14
11221,4,2008-09-30,12
11221,4,2008-10-31,16
11221,4,2008-12-31,16
11221,4,2009-01-31,20
11221,4,2009-03-31,19
11221,4,2009-04-30,15
11221,4,2009-05-31,16
11221,4,2009-06-30,18
11221,4,2009-07-31,30
11221,4,2009-08-31,25
11221,4,2009-09-30,22
11221,4,2009-10-31,29
11221,4,2009-11-30,33
11221,4,2009-12-31,52
11221,4,2010-01-31,115
11221,4,2010-02-28,123
11221,4,2010-03-31,54
11221,4,2010-04-30,51
11221,4,2010-05-31,53
11221,4,2010-06-30,41
11221,4,2010-07-31,47
11221,4,2010-08-31,45
11221,4,2010-09-30,35
11221,4,2010-10-31,40
11221,4,2010-11-30,50
11221,4,2010-12-31,50
11221,4,2011-01-31,38
11221,4,2011-02-28,56
11221,4,2011-03-31,48
11221,4,2011-04-30,46
11221,4,2011-05-31,35
11221,4,2011-06-30,49
11221,4,2011-07-31,53
11221,4,2011-08-31,47
11221,4,2011-09-30,42
11221,4,2011-10-31,46
11221,4,2011-11-30,44
11221,4,2011-12-31,72
11221,4,2012-01-31,63
11221,5,2007-07-31,11
11221,5,2007-09-30,28
11221,5,2007-10-31,49
11221,5,2007-12-31,62
11221,5,2008-01-31,65
11221,5,2008-03-31,66
11221,5,2008-04-30,82
11221,5,2008-06-30,96
11221,5,2008-07-31,101
11221,5,2008-09-30,132
11221,5,2008-10-31,139
11221,5,2008-12-31,138
11221,5,2009-01-31,154
11221,5,2009-03-31,204
11221,5,2009-04-30,188
11221,5,2009-05-31,137
11221,5,2009-06-30,159
11221,5,2009-07-31,143
11221,5,2009-08-31,156
11221,5,2009-09-30,147
11221,5,2009-10-31,148
11221,5,2009-11-30,158
11221,5,2009-12-31,186
11221,5,2010-01-31,215
11221,5,2010-02-28,282
11221,5,2010-03-31,219
11221,5,2010-04-30,175
11221,5,2010-05-31,170
11221,5,2010-06-30,139
11221,5,2010-07-31,160
11221,5,2010-08-31,184
11221,5,2010-09-30,187
11221,5,2010-10-31,195
11221,5,2010-11-30,199
11221,5,2010-12-31,206
11221,5,2011-01-31,196
11221,5,2011-02-28,163
11221,5,2011-03-31,138
11221,5,2011-04-30,126
11221,5,2011-05-31,118
11221,5,2011-06-30,127
11221,5,2011-07-31,120
11221,5,2011-08-31,111
11221,5,2011-09-30,114
11221,5,2011-10-31,137
11221,5,2011-11-30,141
11221,5,2011-12-31,151
11221,5,2012-01-31,147
11221,6,2007-12-31,3
11221,6,2008-01-31,2
11221,6,2008-03-31,15
11221,6,2008-04-30,19
11221,6,2008-06-30,56
11221,6,2008-07-31,75
11221,6,2008-09-30,127
11221,6,2008-10-31,142
11221,6,2008-12-31,149
11221,6,2009-01-31,153
11221,6,2009-03-31,179
11221,6,2009-04-30,203
11221,6,2009-05-31,218
11221,6,2009-06-30,242
11221,6,2009-07-31,253
11221,6,2009-08-31,285
11221,6,2009-09-30,295
11221,6,2009-10-31,310
11221,6,2009-11-30,312
11221,6,2009-12-31,300
11221,6,2010-01-31,253
11221,6,2010-02-28,230
11221,6,2010-03-31,285
11221,6,2010-04-30,301
11221,6,2010-05-31,322
11221,6,2010-06-30,346
11221,6,2010-07-31,340
11221,6,2010-08-31,353
11221,6,2010-09-30,375
11221,6,2010-10-31,380
11221,6,2010-11-30,379
11221,6,2010-12-31,386
11221,6,2011-01-31,407
11221,6,2011-02-28,413
11221,6,2011-03-31,436
11221,6,2011-04-30,448
11221,6,2011-05-31,484
11221,6,2011-06-30,501
11221,6,2011-07-31,528
11221,6,2011-08-31,575
11221,6,2011-09-30,604
11221,6,2011-10-31,637
11221,6,2011-11-30,669
11221,6,2011-12-31,671
11221,6,2012-01-31,692
11221,7,2006-03-31,1
11221,7,2006-04-30,1
11221,7,2006-06-30,3
11221,7,2006-07-31,4
11221,7,2006-09-30,4
11221,7,2006-10-31,3
11221,7,2006-12-31,1
11221,7,2007-01-31,1
11221,7,2007-03-31,5
11221,7,2007-04-30,6
11221,7,2007-06-30,31
11221,7,2007-07-31,36
11221,7,2007-09-30,72
11221,7,2007-10-31,84
11221,7,2007-12-31,106
11221,7,2008-01-31,117
11221,7,2008-03-31,162
11221,7,2008-04-30,170
11221,7,2008-06-30,191
11221,7,2008-07-31,198
11221,7,2008-09-30,235
11221,7,2008-10-31,252
11221,7,2008-12-31,270
11221,7,2009-01-31,269
11221,7,2009-03-31,311
11221,7,2009-04-30,310
11221,7,2009-05-31,312
11221,7,2009-06-30,293
11221,7,2009-07-31,296
11221,7,2009-08-31,309
11221,7,2009-09-30,303
11221,7,2009-10-31,334
11221,7,2009-11-30,343
11221,7,2009-12-31,319
11221,7,2010-01-31,284
11221,7,2010-02-28,223
11221,7,2010-03-31,265
11221,7,2010-04-30,285
11221,7,2010-05-31,287
11221,7,2010-06-30,294
11221,7,2010-07-31,306
11221,7,2010-08-31,306
11221,7,2010-09-30,311
11221,7,2010-10-31,340
11221,7,2010-11-30,347
11221,7,2010-12-31,331
11221,7,2011-01-31,320
11221,7,2011-02-28,339
11221,7,2011-03-31,324
11221,7,2011-04-30,316
11221,7,2011-05-31,325
11221,7,2011-06-30,323
11221,7,2011-07-31,341
11221,7,2011-08-31,344
11221,7,2011-09-30,352
11221,7,2011-10-31,361
11221,7,2011-11-30,364
11221,7,2011-12-31,368
11221,7,2012-01-31,375
11221,8,2008-01-31,3
11221,8,2008-03-31,3
11221,8,2008-04-30,4
11221,8,2008-06-30,5
11221,8,2008-07-31,6
11221,8,2008-09-30,11
11221,8,2008-10-31,11
11221,8,2008-12-31,18
11221,8,2009-01-31,17
11221,8,2009-03-31,11
11221,8,2009-04-30,2
11221,8,2009-05-31,1
11221,8,2009-06-30,1
11221,8,2009-07-31,5
11221,8,2009-08-31,8
11221,8,2009-09-30,11
11221,8,2009-10-31,12
11221,8,2009-11-30,9
11221,8,2009-12-31,12
11221,8,2010-01-31,19
11221,8,2010-02-28,41
11221,8,2010-03-31,53
11221,8,2010-04-30,53
11221,8,2010-05-31,53
11221,8,2010-06-30,57
11221,8,2010-07-31,65
11221,8,2010-08-31,67
11221,8,2010-09-30,74
11221,8,2010-10-31,74
11221,8,2010-11-30,75
11221,8,2010-12-31,78
11221,8,2011-01-31,83
11221,8,2011-02-28,82
11221,8,2011-03-31,48
11221,8,2011-04-30,22
11221,8,2011-05-31,17
11221,8,2011-06-30,12
11221,8,2011-07-31,12
11221,8,2011-08-31,12
11221,8,2011-09-30,7
11221,8,2011-10-31,4
11221,8,2011-11-30,5
11221,8,2011-12-31,8
11221,8,2012-01-31,18
11221,9,2006-01-31,1
11221,9,2006-03-31,1
11221,9,2006-04-30,1
11221,9,2006-06-30,1
11221,9,2006-07-31,1
11221,9,2006-09-30,2
11221,9,2006-10-31,2
11221,9,2006-12-31,2
11221,9,2007-01-31,2
11221,9,2007-03-31,3
11221,9,2007-04-30,3
11221,9,2007-06-30,5
11221,9,2007-07-31,6
11221,9,2007-09-30,9
11221,9,2007-10-31,11
11221,9,2007-12-31,13
11221,9,2008-01-31,15
11221,9,2008-03-31,20
11221,9,2008-04-30,23
11221,9,2008-06-30,30
11221,9,2008-07-31,32
11221,9,2008-09-30,42
11221,9,2008-10-31,45
11221,9,2008-12-31,51
11221,9,2009-01-31,56
11221,9,2009-03-31,134
11221,9,2009-04-30,182
11221,9,2009-05-31,411
11221,9,2009-06-30,433
11221,9,2009-07-31,436
11221,9,2009-08-31,443
11221,9,2009-09-30,446
11221,9,2009-10-31,453
11221,9,2009-11-30,464
11221,9,2009-12-31,473
11221,9,2010-01-31,474
11221,9,2010-02-28,475
11221,9,2010-03-31,482
11221,9,2010-04-30,482
11221,9,2010-05-31,486
11221,9,2010-06-30,496
11221,9,2010-07-31,502
11221,9,2010-08-31,511
11221,9,2010-09-30,522
11221,9,2010-10-31,531
11221,9,2010-11-30,540
11221,9,2010-12-31,545
11221,9,2011-01-31,552
11221,9,2011-02-28,566
11221,9,2011-03-31,750
11221,9,2011-04-30,1029
11221,9,2011-05-31,1045
11221,9,2011-06-30,1066
11221,9,2011-07-31,1100
11221,9,2011-08-31,1122
11221,9,2011-09-30,1145
11221,9,2011-10-31,1159
11221,9,2011-11-30,1173
11221,9,2011-12-31,1190
11221,9,2012-01-31,1201
11221,10,2006-01-31,21
11221,10,2006-03-31,19
11221,10,2006-04-30,21
11221,10,2006-06-30,19
11221,10,2006-07-31,21
11221,10,2006-09-30,22
11221,10,2006-10-31,23
11221,10,2006-12-31,23
11221,10,2007-01-31,25
11221,10,2007-03-31,24
11221,10,2007-04-30,26
11221,10,2007-06-30,25
11221,10,2007-07-31,27
11221,10,2007-09-30,30
11221,10,2007-10-31,31
11221,10,2007-12-31,55
11221,10,2008-01-31,63
11221,10,2008-03-31,88
11221,10,2008-04-30,96
11221,10,2008-06-30,109
11221,10,2008-07-31,134
11221,10,2008-09-30,167
11221,10,2008-10-31,181
11221,10,2008-12-31,233
11221,10,2009-01-31,251
11221,10,2009-03-31,165
11221,10,2009-04-30,171
11221,10,2009-05-31,23
11221,10,2009-06-30,19
11221,10,2009-07-31,53
11221,10,2009-08-31,77
11221,10,2009-09-30,109
11221,10,2009-10-31,123
11221,10,2009-11-30,139
11221,10,2009-12-31,145
11221,10,2010-01-31,187
11221,10,2010-02-28,202
11221,10,2010-03-31,219
11221,10,2010-04-30,263
11221,10,2010-05-31,281
11221,10,2010-06-30,312
11221,10,2010-07-31,305
11221,10,2010-08-31,300
11221,10,2010-09-30,311
11221,10,2010-10-31,317
11221,10,2010-11-30,337
11221,10,2010-12-31,362
11221,10,2011-01-31,376
11221,10,2011-02-28,397
11221,10,2011-03-31,269
11221,10,2011-04-30,29
11221,10,2011-05-31,28
11221,10,2011-06-30,15
11221,10,2011-07-31,12
11221,10,2011-08-31,14
11221,10,2011-09-30,6
11221,10,2011-10-31,7
11221,10,2011-11-30,14
11221,10,2011-12-31,14
11221,10,2012-01-31,34
11228,1,2007-01-31,1
11228,1,2007-03-31,1
11228,1,2007-04-30,1
11228,1,2007-06-30,1
11228,1,2007-07-31,2
11228,1,2007-09-30,4
11228,1,2007-10-31,3
11228,1,2007-12-31,3
11228,1,2008-01-31,3
11228,1,2008-03-31,3
11228,1,2008-04-30,3
11228,1,2008-06-30,3
11228,1,2008-07-31,3
11228,1,2008-09-30,16
11228,1,2008-10-31,6
11228,1,2008-12-31,6
11228,1,2009-01-31,6
11228,1,2009-03-31,9
11228,1,2009-04-30,10
11228,1,2009-05-31,10
11228,1,2009-06-30,12
11228,1,2009-07-31,14
11228,1,2009-08-31,14
11228,1,2009-09-30,31
11228,1,2009-10-31,51
11228,1,2009-11-30,52
11228,1,2009-12-31,54
11228,1,2010-01-31,54
11228,1,2010-02-28,55
11228,1,2010-03-31,55
11228,1,2010-04-30,55
11228,1,2010-05-31,55
11228,1,2010-06-30,56
11228,1,2010-07-31,57
11228,1,2010-08-31,59
11228,1,2010-09-30,59
11228,1,2010-10-31,60
11228,1,2010-11-30,61
11228,1,2010-12-31,64
11228,1,2011-01-31,65
11228,1,2011-02-28,66
11228,1,2011-03-31,141
11228,1,2011-04-30,199
11228,1,2011-05-31,199
11228,1,2011-06-30,199
11228,1,2011-07-31,201
11228,1,2011-08-31,201
11228,1,2011-09-30,203
11228,1,2011-10-31,207
11228,1,2011-11-30,208
11228,1,2011-12-31,211
11228,1,2012-01-31,213
11228,2,2006-03-31,1
11228,2,2006-09-30,4
11228,2,2006-10-31,1
11228,2,2006-12-31,6
11228,2,2007-01-31,11
11228,2,2007-03-31,11
11228,2,2007-04-30,18
11228,2,2007-06-30,24
11228,2,2007-07-31,10
11228,2,2007-09-30,17
11228,2,2007-10-31,2
11228,2,2007-12-31,6
11228,2,2008-01-31,21
11228,2,2008-03-31,44
11228,2,2008-04-30,35
11228,2,2008-06-30,11
11228,2,2008-07-31,19
11228,2,2008-09-30,42
11228,2,2008-10-31,34
11228,2,2008-12-31,14
11228,2,2009-01-31,15
11228,2,2009-03-31,3
11228,2,2009-04-30,4
11228,2,2009-05-31,44
11228,2,2009-06-30,33
11228,2,2009-07-31,21
11228,2,2009-08-31,9
11228,2,2009-09-30,7
11228,2,2009-10-31,11
11228,2,2009-11-30,23
11228,2,2009-12-31,21
11228,2,2010-01-31,2
11228,2,2010-02-28,24
11228,2,2010-03-31,8
11228,2,2010-04-30,19
11228,2,2010-05-31,22
11228,2,2010-06-30,31
11228,2,2010-07-31,18
11228,2,2010-08-31,10
11228,2,2010-09-30,32
11228,2,2010-10-31,38
11228,2,2010-11-30,18
11228,2,2010-12-31,20
11228,2,2011-01-31,29
11228,2,2011-02-28,22
11228,2,2011-03-31,25
11228,2,2011-04-30,20
11228,2,2011-05-31,27
11228,2,2011-06-30,35
11228,2,2011-07-31,42
11228,2,2011-08-31,31
11228,2,2011-09-30,22
11228,2,2011-10-31,23
11228,2,2011-11-30,33
11228,2,2011-12-31,16
11228,2,2012-01-31,21
11228,3,2006-01-31,1
11228,3,2006-06-30,1
11228,3,2006-07-31,1
11228,3,2006-09-30,6
11228,3,2006-10-31,13
11228,3,2006-12-31,8
11228,3,2007-01-31,11
11228,3,2007-03-31,30
11228,3,2007-04-30,32
11228,3,2007-06-30,25
11228,3,2007-07-31,45
11228,3,2007-09-30,25
11228,3,2007-10-31,30
11228,3,2007-12-31,33
11228,3,2008-01-31,47
11228,3,2008-03-31,35
11228,3,2008-04-30,39
11228,3,2008-06-30,69
11228,3,2008-07-31,57
11228,3,2008-09-30,23
11228,3,2008-10-31,37
11228,3,2008-12-31,30
11228,3,2009-01-31,39
11228,3,2009-03-31,41
11228,3,2009-04-30,22
11228,3,2009-05-31,17
11228,3,2009-06-30,27
11228,3,2009-07-31,25
11228,3,2009-08-31,15
11228,3,2009-09-30,21
11228,3,2009-10-31,14
11228,3,2009-11-30,14
11228,3,2009-12-31,10
11228,3,2010-01-31,2
11228,3,2010-02-28,1
11228,3,2010-03-31,3
11228,3,2010-04-30,8
11228,3,2010-05-31,12
11228,3,2010-06-30,16
11228,3,2010-07-31,18
11228,3,2010-08-31,15
11228,3,2010-09-30,39
11228,3,2010-10-31,38
11228,3,2010-11-30,28
11228,3,2010-12-31,30
11228,3,2011-01-31,45
11228,3,2011-02-28,25
11228,3,2011-03-31,21
11228,3,2011-04-30,22
11228,3,2011-05-31,48
11228,3,2011-06-30,44
11228,3,2011-07-31,33
11228,3,2011-08-31,35
11228,3,2011-09-30,72
11228,3,2011-10-31,32
11228,3,2011-11-30,36
11228,3,2011-12-31,24
11228,3,2012-01-31,24
11228,4,2006-04-30,1
11228,4,2006-10-31,1
11228,4,2006-12-31,5
11228,4,2007-01-31,1
11228,4,2007-03-31,4
11228,4,2007-04-30,5
11228,4,2007-06-30,12
11228,4,2007-07-31,61
11228,4,2007-09-30,117
11228,4,2007-10-31,128
11228,4,2007-12-31,108
11228,4,2008-01-31,106
11228,4,2008-03-31,51
11228,4,2008-04-30,50
11228,4,2008-06-30,130
11228,4,2008-07-31,193
11228,4,2008-09-30,112
11228,4,2008-10-31,97
11228,4,2008-12-31,332
11228,4,2009-01-31,226
11228,4,2009-03-31,396
11228,4,2009-04-30,373
11228,4,2009-05-31,255
11228,4,2009-06-30,126
11228,4,2009-07-31,185
11228,4,2009-08-31,303
11228,4,2009-09-30,406
11228,4,2009-10-31,396
11228,4,2009-11-30,357
11228,4,2009-12-31,376
11228,4,2010-01-31,411
11228,4,2010-02-28,203
11228,4,2010-03-31,117
11228,4,2010-04-30,185
11228,4,2010-05-31,112
11228,4,2010-06-30,102
11228,4,2010-07-31,89
11228,4,2010-08-31,108
11228,4,2010-09-30,208
11228,4,2010-10-31,164
11228,4,2010-11-30,95
11228,4,2010-12-31,239
11228,4,2011-01-31,182
11228,4,2011-02-28,93
11228,4,2011-03-31,42
11228,4,2011-04-30,37
11228,4,2011-05-31,41
11228,4,2011-06-30,32
11228,4,2011-07-31,37
11228,4,2011-08-31,54
11228,4,2011-09-30,61
11228,4,2011-10-31,68
11228,4,2011-11-30,68
11228,4,2011-12-31,73
11228,4,2012-01-31,64
11228,5,2006-03-31,1
11228,5,2006-04-30,1
11228,5,2006-06-30,2
11228,5,2006-07-31,1
11228,5,2006-09-30,1
11228,5,2006-10-31,1
11228,5,2006-12-31,4
11228,5,2007-01-31,3
11228,5,2007-03-31,11
11228,5,2007-04-30,12
11228,5,2007-06-30,15
11228,5,2007-07-31,22
11228,5,2007-09-30,37
11228,5,2007-10-31,51
11228,5,2007-12-31,66
11228,5,2008-01-31,75
11228,5,2008-03-31,74
11228,5,2008-04-30,63
11228,5,2008-06-30,62
11228,5,2008-07-31,69
11228,5,2008-09-30,60
11228,5,2008-10-31,87
11228,5,2008-12-31,116
11228,5,2009-01-31,111
11228,5,2009-03-31,111
11228,5,2009-04-30,124
11228,5,2009-05-31,138
11228,5,2009-06-30,161
11228,5,2009-07-31,154
11228,5,2009-08-31,159
11228,5,2009-09-30,120
11228,5,2009-10-31,102
11228,5,2009-11-30,94
11228,5,2009-12-31,84
11228,5,2010-01-31,141
11228,5,2010-02-28,152
11228,5,2010-03-31,145
11228,5,2010-04-30,121
11228,5,2010-05-31,83
11228,5,2010-06-30,57
11228,5,2010-07-31,54
11228,5,2010-08-31,50
11228,5,2010-09-30,58
11228,5,2010-10-31,73
11228,5,2010-11-30,76
11228,5,2010-12-31,45
11228,5,2011-01-31,30
11228,5,2011-02-28,33
11228,5,2011-03-31,29
11228,5,2011-04-30,26
11228,5,2011-05-31,35
11228,5,2011-06-30,46
11228,5,2011-07-31,49
11228,5,2011-08-31,58
11228,5,2011-09-30,91
11228,5,2011-10-31,104
11228,5,2011-11-30,115
11228,5,2011-12-31,130
11228,5,2012-01-31,133
11228,6,2006-09-30,1
11228,6,2006-10-31,4
11228,6,2006-12-31,9
11228,6,2007-01-31,18
11228,6,2007-03-31,38
11228,6,2007-04-30,46
11228,6,2007-06-30,75
11228,6,2007-07-31,53
11228,6,2007-09-30,12
11228,6,2007-10-31,5
11228,6,2007-12-31,19
11228,6,2008-01-31,24
11228,6,2008-03-31,159
11228,6,2008-04-30,202
11228,6,2008-06-30,195
11228,6,2008-07-31,135
11228,6,2008-09-30,235
11228,6,2008-10-31,281
11228,6,2008-12-31,79
11228,6,2009-01-31,191
11228,6,2009-03-31,11
11228,6,2009-04-30,14
11228,6,2009-05-31,136
11228,6,2009-06-30,298
11228,6,2009-07-31,277
11228,6,2009-08-31,166
11228,6,2009-09-30,44
11228,6,2009-10-31,43
11228,6,2009-11-30,94
11228,6,2009-12-31,94
11228,6,2010-01-31,52
11228,6,2010-02-28,203
11228,6,2010-03-31,248
11228,6,2010-04-30,196
11228,6,2010-05-31,227
11228,6,2010-06-30,234
11228,6,2010-07-31,295
11228,6,2010-08-31,281
11228,6,2010-09-30,199
11228,6,2010-10-31,303
11228,6,2010-11-30,448
11228,6,2010-12-31,347
11228,6,2011-01-31,412
11228,6,2011-02-28,521
11228,6,2011-03-31,580
11228,6,2011-04-30,600
11228,6,2011-05-31,602
11228,6,2011-06-30,632
11228,6,2011-07-31,649
11228,6,2011-08-31,671
11228,6,2011-09-30,674
11228,6,2011-10-31,666
11228,6,2011-11-30,685
11228,6,2011-12-31,697
11228,6,2012-01-31,712
11228,7,2006-03-31,2
11228,7,2006-04-30,2
11228,7,2006-06-30,1
11228,7,2006-07-31,2
11228,7,2006-09-30,6
11228,7,2006-10-31,14
11228,7,2006-12-31,24
11228,7,2007-01-31,27
11228,7,2007-03-31,40
