clinic,status,day,population
71100,10,2007-03-31,141
71100,10,2007-04-30,147
71100,10,2007-06-30,163
71100,10,2007-07-31,175
71100,10,2007-09-30,182
71100,10,2007-10-31,241
71100,10,2007-12-31,301
71100,10,2008-01-31,334
71100,10,2008-03-31,308
71100,10,2008-04-30,215
71100,10,2008-06-30,265
71100,10,2008-07-31,327
71100,10,2008-09-30,195
71100,10,2008-10-31,429
71100,10,2008-12-31,516
71100,10,2009-01-31,527
71100,10,2009-03-31,531
71100,10,2009-04-30,544
71100,10,2009-05-31,530
71100,10,2009-06-30,547
71100,10,2009-07-31,455
71100,10,2009-08-31,494
71100,10,2009-09-30,503
71100,10,2009-10-31,407
71100,10,2009-11-30,366
71100,10,2009-12-31,413
71100,10,2010-01-31,460
71100,10,2010-02-28,479
71100,10,2010-03-31,489
71100,10,2010-04-30,403
71100,10,2010-05-31,420
71100,10,2010-06-30,438
71100,10,2010-07-31,448
71100,10,2010-08-31,477
71100,10,2010-09-30,485
71100,10,2010-10-31,505
71100,10,2010-11-30,518
71100,10,2010-12-31,560
71100,10,2011-01-31,599
71100,10,2011-02-28,612
71100,10,2011-03-31,632
71100,10,2011-04-30,640
71100,10,2011-05-31,641
71100,10,2011-06-30,639
71100,10,2011-07-31,643
71100,10,2011-08-31,669
71100,10,2011-09-30,665
71100,10,2011-10-31,660
71100,10,2011-11-30,513
71100,10,2011-12-31,480
71100,10,2012-01-31,502
71104,1,2009-06-30,1
71104,1,2009-07-31,1
71104,1,2009-08-31,1
71104,1,2009-09-30,1
71104,1,2009-10-31,1
71104,1,2009-11-30,1
71104,1,2009-12-31,1
71104,1,2010-01-31,1
71104,1,2010-02-28,1
71104,1,2010-03-31,1
71104,1,2010-04-30,1
71104,1,2010-05-31,1
71104,1,2010-06-30,1
71104,1,2010-07-31,1
71104,1,2010-08-31,1
71104,1,2010-09-30,1
71104,1,2010-10-31,1
71104,1,2010-11-30,1
71104,1,2010-12-31,1
71104,1,2011-01-31,1
71104,1,2011-02-28,1
71104,1,2011-03-31,1
71104,1,2011-04-30,1
71104,1,2011-05-31,1
71104,1,2011-06-30,1
71104,1,2011-07-31,1
71104,1,2011-08-31,1
71104,1,2011-09-30,1
71104,1,2011-10-31,1
71104,1,2011-11-30,1
71104,1,2011-12-31,1
71104,1,2012-01-31,1
71104,2,2006-07-31,1
71104,2,2008-09-30,1
71104,2,2009-04-30,1
71104,2,2009-06-30,1
71104,2,2010-05-31,1
71104,3,2006-01-31,19
71104,3,2006-03-31,4
71104,3,2006-04-30,13
71104,3,2006-06-30,14
71104,3,2006-07-31,10
71104,3,2006-09-30,11
71104,3,2006-10-31,6
71104,3,2006-12-31,10
71104,3,2007-01-31,12
71104,3,2007-03-31,10
71104,3,2007-04-30,6
71104,3,2007-06-30,12
71104,3,2007-07-31,7
71104,3,2007-09-30,8
71104,3,2007-10-31,13
71104,3,2007-12-31,6
71104,3,2008-01-31,11
71104,3,2008-03-31,10
71104,3,2008-04-30,11
71104,3,2008-06-30,16
71104,3,2008-07-31,15
71104,3,2008-09-30,18
71104,3,2008-10-31,5
71104,3,2008-12-31,11
71104,3,2009-01-31,12
71104,3,2009-03-31,19
71104,3,2009-04-30,9
71104,3,2009-05-31,13
71104,3,2009-06-30,15
71104,3,2009-07-31,20
71104,3,2009-08-31,4
71104,3,2009-09-30,2
71104,3,2009-11-30,1
71104,3,2010-02-28,1
71104,3,2010-03-31,2
71104,3,2010-04-30,3
71104,3,2010-05-31,11
71104,4,2006-09-30,1
71104,4,2006-10-31,2
71104,4,2006-12-31,1
71104,4,2007-01-31,1
71104,4,2007-06-30,1
71104,4,2007-12-31,1
71104,4,2008-06-30,1
71104,4,2009-03-31,2
71104,4,2009-04-30,1
71104,4,2009-05-31,1
71104,4,2009-06-30,1
71104,4,2009-07-31,1
71104,4,2009-08-31,3
71104,4,2009-09-30,2
71104,4,2009-10-31,1
71104,4,2010-06-30,1
71104,4,2010-07-31,1
71104,5,2006-01-31,3
71104,5,2006-03-31,16
71104,5,2006-04-30,17
71104,5,2006-06-30,30
71104,5,2006-07-31,28
71104,5,2006-09-30,41
71104,5,2006-10-31,42
71104,5,2006-12-31,35
71104,5,2007-01-31,36
71104,5,2007-03-31,37
71104,5,2007-04-30,34
71104,5,2007-06-30,31
71104,5,2007-07-31,37
71104,5,2007-09-30,42
71104,5,2007-10-31,33
71104,5,2007-12-31,28
71104,5,2008-01-31,40
71104,5,2008-03-31,46
71104,5,2008-04-30,55
71104,5,2008-06-30,46
71104,5,2008-07-31,46
71104,5,2008-09-30,31
71104,5,2008-10-31,27
71104,5,2008-12-31,49
71104,5,2009-01-31,43
71104,5,2009-03-31,43
71104,5,2009-04-30,44
71104,5,2009-05-31,39
71104,5,2009-06-30,33
71104,5,2009-07-31,31
71104,5,2009-08-31,43
71104,5,2009-09-30,97
71104,5,2009-10-31,119
71104,5,2009-11-30,109
71104,5,2009-12-31,91
71104,5,2010-01-31,13
71104,5,2010-05-31,1
71104,5,2010-06-30,2
71104,5,2010-07-31,24
71104,5,2010-08-31,28
71104,5,2010-09-30,28
71104,5,2010-10-31,27
71104,6,2007-04-30,1
71104,6,2007-10-31,1
71104,6,2008-04-30,1
71104,6,2008-10-31,1
71104,6,2008-12-31,1
71104,6,2009-01-31,2
71104,6,2009-05-31,2
71104,6,2009-06-30,1
71104,6,2009-07-31,2
71104,7,2006-01-31,9
71104,7,2006-03-31,16
71104,7,2006-04-30,18
71104,7,2006-06-30,23
71104,7,2006-07-31,23
71104,7,2006-09-30,23
71104,7,2006-10-31,21
71104,7,2006-12-31,19
71104,7,2007-01-31,19
71104,7,2007-03-31,24
71104,7,2007-04-30,28
71104,7,2007-06-30,29
71104,7,2007-07-31,26
71104,7,2007-09-30,21
71104,7,2007-10-31,31
71104,7,2007-12-31,48
71104,7,2008-01-31,42
71104,7,2008-03-31,45
71104,7,2008-04-30,38
71104,7,2008-06-30,32
71104,7,2008-07-31,39
71104,7,2008-09-30,46
71104,7,2008-10-31,55
71104,7,2008-12-31,48
71104,7,2009-01-31,50
71104,7,2009-03-31,54
71104,7,2009-04-30,60
71104,7,2009-05-31,62
71104,7,2009-06-30,69
71104,7,2009-07-31,78
71104,7,2009-08-31,82
71104,7,2009-09-30,24
71104,7,2009-10-31,3
71104,7,2009-11-30,3
71104,7,2009-12-31,4
71104,7,2010-01-31,4
71104,7,2010-02-28,3
71104,7,2010-03-31,2
71104,7,2010-04-30,7
71104,7,2010-05-31,23
71104,7,2010-06-30,33
71104,7,2010-07-31,11
71104,7,2010-08-31,6
71104,7,2010-09-30,6
71104,7,2010-10-31,6
71104,8,2006-12-31,1
71104,8,2007-01-31,1
71104,8,2007-03-31,2
71104,8,2007-04-30,1
71104,8,2007-06-30,1
71104,8,2007-07-31,2
71104,8,2007-09-30,2
71104,8,2007-10-31,1
71104,8,2007-12-31,1
71104,8,2008-01-31,2
71104,8,2008-03-31,2
71104,8,2008-04-30,1
71104,8,2008-06-30,1
71104,8,2008-07-31,2
71104,8,2008-09-30,2
71104,8,2008-10-31,2
71104,8,2008-12-31,2
71104,8,2009-01-31,1
71104,8,2009-03-31,1
71104,8,2009-04-30,2
71104,8,2009-05-31,1
71104,8,2009-06-30,1
71104,8,2009-07-31,1
71104,8,2009-08-31,1
71104,8,2009-09-30,2
71104,8,2009-10-31,3
71104,8,2009-11-30,4
71104,8,2009-12-31,4
71104,8,2010-01-31,4
71104,8,2010-02-28,4
71104,8,2010-03-31,4
71104,8,2010-04-30,4
71104,8,2010-05-31,4
71104,8,2010-06-30,4
71104,8,2010-07-31,4
71104,8,2010-08-31,5
71104,8,2010-09-30,5
71104,8,2010-10-31,5
71104,8,2010-11-30,5
71104,8,2010-12-31,5
71104,8,2011-01-31,5
71104,8,2011-02-28,5
71104,8,2011-03-31,5
71104,8,2011-04-30,5
71104,8,2011-05-31,5
71104,8,2011-06-30,5
71104,8,2011-07-31,5
71104,8,2011-08-31,5
71104,8,2011-09-30,5
71104,8,2011-10-31,5
71104,8,2011-11-30,5
71104,8,2011-12-31,5
71104,8,2012-01-31,5
71104,9,2006-01-31,9
71104,9,2006-03-31,18
71104,9,2006-04-30,18
71104,9,2006-06-30,24
71104,9,2006-07-31,28
71104,9,2006-09-30,31
71104,9,2006-10-31,34
71104,9,2006-12-31,44
71104,9,2007-01-31,48
71104,9,2007-03-31,55
71104,9,2007-04-30,64
71104,9,2007-06-30,72
71104,9,2007-07-31,78
71104,9,2007-09-30,91
71104,9,2007-10-31,95
71104,9,2007-12-31,115
71104,9,2008-01-31,120
71104,9,2008-03-31,142
71104,9,2008-04-30,150
71104,9,2008-06-30,180
71104,9,2008-07-31,182
71104,9,2008-09-30,200
71104,9,2008-10-31,211
71104,9,2008-12-31,221
71104,9,2009-01-31,237
71104,9,2009-03-31,302
71104,9,2009-04-30,315
71104,9,2009-05-31,330
71104,9,2009-06-30,345
71104,9,2009-07-31,353
71104,9,2009-08-31,353
71104,9,2009-09-30,353
71104,9,2009-10-31,353
71104,9,2009-11-30,353
71104,9,2009-12-31,353
71104,9,2010-01-31,353
71104,9,2010-02-28,353
71104,9,2010-03-31,353
71104,9,2010-04-30,353
71104,9,2010-05-31,353
71104,9,2010-06-30,353
71104,9,2010-07-31,353
71104,9,2010-08-31,353
71104,9,2010-09-30,353
71104,9,2010-10-31,353
71104,9,2010-11-30,353
71104,9,2010-12-31,353
71104,9,2011-01-31,353
71104,9,2011-02-28,353
71104,9,2011-03-31,353
71104,9,2011-04-30,353
71104,9,2011-05-31,353
71104,9,2011-06-30,353
71104,9,2011-07-31,353
71104,9,2011-08-31,353
71104,9,2011-09-30,353
71104,9,2011-10-31,353
71104,9,2011-11-30,353
71104,9,2011-12-31,353
71104,9,2012-01-31,353
71104,10,2006-01-31,2
71104,10,2006-03-31,3
71104,10,2006-04-30,4
71104,10,2006-06-30,4
71104,10,2006-07-31,15
71104,10,2006-09-30,21
71104,10,2006-10-31,31
71104,10,2006-12-31,48
71104,10,2007-01-31,57
71104,10,2007-03-31,69
71104,10,2007-04-30,73
71104,10,2007-06-30,86
71104,10,2007-07-31,92
71104,10,2007-09-30,98
71104,10,2007-10-31,103
71104,10,2007-12-31,106
71104,10,2008-01-31,105
71104,10,2008-03-31,106
71104,10,2008-04-30,106
71104,10,2008-06-30,123
71104,10,2008-07-31,131
71104,10,2008-09-30,149
71104,10,2008-10-31,154
71104,10,2008-12-31,142
71104,10,2009-01-31,142
71104,10,2009-03-31,102
71104,10,2009-04-30,104
71104,10,2009-05-31,106
71104,10,2009-06-30,108
71104,10,2009-07-31,110
71104,10,2009-08-31,114
71104,10,2009-09-30,122
71104,10,2009-10-31,123
71104,10,2009-11-30,133
71104,10,2009-12-31,151
71104,10,2010-01-31,229
71104,10,2010-02-28,243
71104,10,2010-03-31,245
71104,10,2010-04-30,242
71104,10,2010-05-31,227
71104,10,2010-06-30,227
71104,10,2010-07-31,227
71104,10,2010-08-31,228
71104,10,2010-09-30,228
71104,10,2010-10-31,229
71104,10,2010-11-30,262
71104,10,2010-12-31,262
71104,10,2011-01-31,262
71104,10,2011-02-28,262
71104,10,2011-03-31,262
71104,10,2011-04-30,262
71104,10,2011-05-31,262
71104,10,2011-06-30,262
71104,10,2011-07-31,262
71104,10,2011-08-31,262
71104,10,2011-09-30,262
71104,10,2011-10-31,262
71104,10,2011-11-30,262
71104,10,2011-12-31,262
71104,10,2012-01-31,262
71107,2,2010-06-30,4
71107,2,2010-07-31,4
71107,2,2011-03-31,3
71107,2,2011-05-31,1
71107,3,2009-09-30,8
71107,3,2009-10-31,27
71107,3,2009-11-30,13
71107,3,2009-12-31,21
71107,3,2010-01-31,12
71107,3,2010-02-28,15
71107,3,2010-03-31,16
71107,3,2010-04-30,18
71107,3,2010-05-31,6
71107,3,2010-06-30,11
71107,3,2010-07-31,15
71107,3,2010-09-30,9
71107,3,2010-10-31,4
71107,3,2010-11-30,1
71107,3,2010-12-31,2
71107,3,2011-01-31,1
71107,3,2011-02-28,4
71107,3,2011-03-31,7
71107,3,2011-04-30,11
71107,3,2011-05-31,7
71107,3,2011-06-30,12
71107,3,2011-07-31,5
71107,3,2011-09-30,11
71107,3,2011-10-31,10
71107,3,2011-11-30,21
71107,3,2011-12-31,8
71107,3,2012-01-31,6
71107,4,2010-07-31,3
71107,4,2010-08-31,7
71107,4,2010-09-30,4
71107,4,2010-11-30,1
71107,4,2011-01-31,1
71107,4,2011-02-28,1
71107,4,2011-03-31,2
71107,4,2011-04-30,4
71107,4,2011-05-31,3
71107,4,2011-06-30,1
71107,4,2011-07-31,1
71107,5,2009-11-30,8
71107,5,2009-12-31,17
71107,5,2010-01-31,26
71107,5,2010-02-28,40
71107,5,2010-03-31,49
71107,5,2010-04-30,54
71107,5,2010-05-31,67
71107,5,2010-06-30,70
71107,5,2010-07-31,74
71107,5,2010-08-31,69
71107,5,2010-09-30,46
71107,5,2010-10-31,43
71107,5,2010-11-30,40
71107,5,2010-12-31,36
71107,5,2011-01-31,22
71107,5,2011-02-28,22
71107,5,2011-03-31,13
71107,5,2011-04-30,16
71107,5,2011-05-31,19
71107,5,2011-06-30,32
71107,5,2011-07-31,42
71107,5,2011-08-31,49
71107,5,2011-09-30,41
71107,5,2011-10-31,29
71107,5,2011-11-30,28
71107,5,2011-12-31,28
71107,5,2012-01-31,43
71107,6,2010-07-31,1
71107,6,2010-08-31,1
71107,6,2010-09-30,1
71107,6,2010-10-31,1
71107,6,2011-01-31,1
71107,6,2011-02-28,1
71107,7,2009-10-31,8
71107,7,2009-11-30,27
71107,7,2009-12-31,31
71107,7,2010-01-31,43
71107,7,2010-02-28,40
71107,7,2010-03-31,46
71107,7,2010-04-30,42
71107,7,2010-05-31,41
71107,7,2010-06-30,26
71107,7,2010-07-31,19
71107,7,2010-08-31,18
71107,7,2010-09-30,20
71107,7,2010-10-31,10
71107,7,2010-11-30,10
71107,7,2010-12-31,5
71107,7,2011-01-31,4
71107,7,2011-02-28,6
71107,7,2011-03-31,12
71107,7,2011-04-30,13
71107,7,2011-05-31,20
71107,7,2011-06-30,11
71107,7,2011-07-31,13
71107,7,2011-08-31,4
71107,7,2011-09-30,4
71107,7,2011-10-31,10
71107,7,2011-11-30,11
71107,7,2011-12-31,21
71107,7,2012-01-31,7
71107,8,2010-09-30,3
71107,8,2010-10-31,7
71107,8,2010-11-30,7
71107,8,2010-12-31,8
71107,8,2011-01-31,6
71107,8,2011-02-28,6
71107,8,2011-03-31,6
71107,8,2011-04-30,7
71107,8,2011-05-31,8
71107,8,2011-06-30,11
71107,8,2011-07-31,11
71107,8,2011-08-31,12
71107,8,2011-09-30,12
71107,8,2011-10-31,12
71107,8,2011-11-30,12
71107,8,2011-12-31,12
71107,8,2012-01-31,12
71107,9,2010-07-31,1
71107,9,2010-08-31,1
71107,9,2010-09-30,1
71107,9,2010-10-31,1
71107,9,2010-11-30,1
71107,9,2010-12-31,1
71107,9,2011-01-31,1
71107,9,2011-02-28,1
71107,9,2011-03-31,1
71107,9,2011-04-30,1
71107,9,2011-05-31,1
71107,9,2011-06-30,1
71107,9,2011-07-31,1
71107,9,2011-08-31,1
71107,9,2011-09-30,1
71107,9,2011-10-31,1
71107,9,2011-11-30,1
71107,9,2011-12-31,1
71107,9,2012-01-31,1
71107,10,2010-04-30,15
71107,10,2010-05-31,21
71107,10,2010-06-30,35
71107,10,2010-07-31,44
71107,10,2010-08-31,65
71107,10,2010-09-30,86
71107,10,2010-10-31,108
71107,10,2010-11-30,115
71107,10,2010-12-31,125
71107,10,2011-01-31,142
71107,10,2011-02-28,141
71107,10,2011-03-31,145
71107,10,2011-04-30,148
71107,10,2011-05-31,149
71107,10,2011-06-30,152
71107,10,2011-07-31,152
71107,10,2011-08-31,159
71107,10,2011-09-30,167
71107,10,2011-10-31,184
71107,10,2011-11-30,194
71107,10,2011-12-31,205
71107,10,2012-01-31,212
71201,3,2010-09-30,1
71201,7,2010-10-31,1
71201,7,2010-11-30,1
71201,7,2010-12-31,1
71201,7,2011-01-31,1
71201,7,2011-02-28,1
71201,10,2011-03-31,1
71201,10,2011-04-30,1
71201,10,2011-05-31,1
71201,10,2011-06-30,1
71201,10,2011-07-31,1
71201,10,2011-08-31,1
71201,10,2011-09-30,1
71201,10,2011-10-31,1
71201,10,2011-11-30,1
71201,10,2011-12-31,1
71201,10,2012-01-31,1
71301,2,2009-05-31,1
71301,2,2009-07-31,1
71301,2,2009-11-30,1
71301,2,2010-02-28,1
71301,2,2011-11-30,4
71301,2,2012-01-31,1
71301,3,2008-01-31,1
71301,3,2008-12-31,3
71301,3,2009-01-31,4
71301,3,2009-03-31,6
71301,3,2009-04-30,5
71301,3,2009-05-31,1
71301,3,2009-06-30,4
71301,3,2009-07-31,3
71301,3,2009-08-31,3
71301,3,2009-09-30,7
71301,3,2009-10-31,7
71301,3,2009-11-30,2
71301,3,2009-12-31,5
71301,3,2010-01-31,5
71301,3,2010-02-28,9
71301,3,2010-03-31,7
71301,3,2010-04-30,7
71301,3,2010-05-31,5
71301,3,2010-06-30,3
71301,3,2010-07-31,3
71301,3,2010-08-31,7
71301,3,2010-09-30,3
71301,3,2010-10-31,1
71301,3,2010-11-30,4
71301,3,2011-01-31,1
71301,3,2011-02-28,7
71301,3,2011-03-31,11
71301,3,2011-04-30,6
71301,3,2011-05-31,11
71301,3,2011-06-30,7
71301,3,2011-07-31,11
71301,3,2011-08-31,8
71301,3,2011-09-30,8
71301,3,2011-10-31,12
71301,3,2011-11-30,12
71301,3,2011-12-31,6
71301,3,2012-01-31,10
71301,4,2009-09-30,1
71301,4,2009-10-31,1
71301,4,2010-01-31,1
71301,4,2010-03-31,1
71301,4,2010-04-30,2
71301,4,2010-07-31,1
71301,4,2010-08-31,1
71301,4,2010-09-30,2
71301,4,2010-10-31,2
71301,4,2010-11-30,1
71301,4,2011-01-31,1
71301,4,2011-02-28,2
71301,4,2011-03-31,2
71301,4,2011-04-30,2
71301,4,2011-05-31,1
71301,4,2011-12-31,3
71301,4,2012-01-31,2
71301,5,2008-04-30,1
71301,5,2008-06-30,1
71301,5,2008-07-31,1
71301,5,2009-01-31,1
71301,5,2009-03-31,1
71301,5,2009-04-30,4
71301,5,2009-05-31,9
71301,5,2009-06-30,16
71301,5,2009-07-31,17
71301,5,2009-08-31,18
71301,5,2009-09-30,11
71301,5,2009-10-31,13
71301,5,2009-11-30,18
71301,5,2009-12-31,17
71301,5,2010-01-31,22
71301,5,2010-02-28,21
71301,5,2010-03-31,14
71301,5,2010-04-30,18
71301,5,2010-05-31,22
71301,5,2010-06-30,29
71301,5,2010-07-31,28
71301,5,2010-08-31,24
71301,5,2010-09-30,21
71301,5,2010-10-31,21
71301,5,2010-11-30,19
71301,5,2010-12-31,18
71301,5,2011-01-31,17
71301,5,2011-02-28,16
71301,5,2011-03-31,22
71301,5,2011-04-30,23
71301,5,2011-05-31,24
71301,5,2011-06-30,20
71301,5,2011-07-31,26
71301,5,2011-08-31,30
71301,5,2011-09-30,35
71301,5,2011-10-31,38
71301,5,2011-11-30,33
71301,5,2011-12-31,43
71301,5,2012-01-31,39
71301,6,2009-06-30,1
71301,6,2009-07-31,1
71301,6,2009-08-31,2
71301,6,2009-09-30,1
71301,6,2009-12-31,1
71301,6,2010-02-28,1
71301,6,2010-03-31,1
71301,6,2010-11-30,1
71301,6,2010-12-31,1
71301,6,2011-01-31,1
71301,6,2011-02-28,1
71301,6,2011-03-31,1
71301,6,2011-12-31,1
71301,6,2012-01-31,2
71301,7,2007-09-30,1
71301,7,2007-10-31,1
71301,7,2007-12-31,2
71301,7,2008-01-31,2
71301,7,2008-03-31,3
71301,7,2008-04-30,2
71301,7,2008-06-30,1
71301,7,2008-07-31,1
71301,7,2008-09-30,1
71301,7,2008-10-31,1
71301,7,2008-12-31,1
71301,7,2009-01-31,3
71301,7,2009-03-31,14
71301,7,2009-04-30,21
71301,7,2009-05-31,21
71301,7,2009-06-30,13
71301,7,2009-07-31,13
71301,7,2009-08-31,9
71301,7,2009-09-30,14
71301,7,2009-10-31,17
71301,7,2009-11-30,17
71301,7,2009-12-31,17
71301,7,2010-01-31,17
71301,7,2010-02-28,22
71301,7,2010-03-31,29
71301,7,2010-04-30,28
71301,7,2010-05-31,28
71301,7,2010-06-30,22
71301,7,2010-07-31,23
71301,7,2010-08-31,23
71301,7,2010-09-30,29
71301,7,2010-10-31,26
71301,7,2010-11-30,23
71301,7,2010-12-31,28
71301,7,2011-01-31,27
71301,7,2011-02-28,28
71301,7,2011-03-31,30
71301,7,2011-04-30,37
71301,7,2011-05-31,42
71301,7,2011-06-30,53
71301,7,2011-07-31,51
71301,7,2011-08-31,56
71301,7,2011-09-30,54
71301,7,2011-10-31,55
71301,7,2011-11-30,58
71301,7,2011-12-31,53
71301,7,2012-01-31,59
71301,8,2009-10-31,1
71301,8,2009-11-30,2
71301,8,2009-12-31,2
71301,8,2010-01-31,2
71301,8,2010-02-28,2
71301,8,2010-03-31,2
71301,8,2010-04-30,2
71301,8,2010-05-31,4
71301,8,2010-06-30,4
71301,8,2010-07-31,4
71301,8,2010-08-31,4
71301,8,2010-09-30,3
71301,8,2010-10-31,3
71301,8,2010-11-30,3
71301,8,2010-12-31,4
71301,8,2011-01-31,3
71301,8,2011-02-28,2
71301,8,2011-03-31,2
71301,8,2011-04-30,3
71301,8,2011-05-31,4
71301,8,2011-06-30,5
71301,8,2011-07-31,5
71301,8,2011-08-31,5
71301,8,2011-09-30,5
71301,8,2011-10-31,5
71301,8,2011-11-30,5
71301,8,2011-12-31,5
71301,8,2012-01-31,5
71301,9,2009-07-31,1
71301,9,2009-08-31,1
71301,9,2009-09-30,2
71301,9,2009-10-31,2
71301,9,2009-11-30,2
71301,9,2009-12-31,3
71301,9,2010-01-31,3
71301,9,2010-02-28,3
71301,9,2010-03-31,3
71301,9,2010-04-30,3
71301,9,2010-05-31,3
71301,9,2010-06-30,3
71301,9,2010-07-31,3
71301,9,2010-08-31,3
71301,9,2010-09-30,3
71301,9,2010-10-31,3
71301,9,2010-11-30,3
71301,9,2010-12-31,3
71301,9,2011-01-31,3
71301,9,2011-02-28,3
71301,9,2011-03-31,3
71301,9,2011-04-30,4
71301,9,2011-05-31,5
71301,9,2011-06-30,5
71301,9,2011-07-31,6
71301,9,2011-08-31,6
71301,9,2011-09-30,6
71301,9,2011-10-31,7
71301,9,2011-11-30,7
71301,9,2011-12-31,7
71301,9,2012-01-31,7
71301,10,2008-03-31,1
71301,10,2008-04-30,1
71301,10,2008-06-30,2
71301,10,2008-07-31,2
71301,10,2008-09-30,4
71301,10,2008-10-31,3
71301,10,2008-12-31,3
71301,10,2009-01-31,3
71301,10,2009-03-31,3
71301,10,2009-04-30,3
71301,10,2009-05-31,3
71301,10,2009-06-30,5
71301,10,2009-07-31,7
71301,10,2009-08-31,13
71301,10,2009-09-30,16
71301,10,2009-10-31,18
71301,10,2009-11-30,19
71301,10,2009-12-31,21
71301,10,2010-01-31,21
71301,10,2010-02-28,21
71301,10,2010-03-31,30
71301,10,2010-04-30,34
71301,10,2010-05-31,37
71301,10,2010-06-30,41
71301,10,2010-07-31,43
71301,10,2010-08-31,50
71301,10,2010-09-30,54
71301,10,2010-10-31,60
71301,10,2010-11-30,66
71301,10,2010-12-31,66
71301,10,2011-01-31,68
71301,10,2011-02-28,69
71301,10,2011-03-31,68
71301,10,2011-04-30,70
71301,10,2011-05-31,69
71301,10,2011-06-30,73
71301,10,2011-07-31,75
71301,10,2011-08-31,77
71301,10,2011-09-30,82
71301,10,2011-10-31,85
71301,10,2011-11-30,92
71301,10,2011-12-31,99
71301,10,2012-01-31,102
71401,1,2011-03-31,1
71401,1,2011-04-30,1
71401,1,2011-05-31,1
71401,1,2011-06-30,1
71401,1,2011-07-31,2
71401,1,2011-08-31,2
71401,1,2011-09-30,2
71401,1,2011-10-31,2
71401,1,2011-11-30,4
71401,1,2011-12-31,4
71401,1,2012-01-31,4
71401,2,2008-10-31,1
71401,2,2011-03-31,2
71401,2,2011-04-30,1
71401,2,2011-05-31,1
71401,2,2011-09-30,2
71401,2,2011-10-31,4
71401,2,2011-11-30,2
71401,2,2011-12-31,2
71401,2,2012-01-31,1
71401,3,2007-01-31,5
71401,3,2007-03-31,7
71401,3,2007-04-30,6
71401,3,2007-06-30,4
71401,3,2007-07-31,4
71401,3,2007-09-30,3
71401,3,2007-12-31,1
71401,3,2008-01-31,4
71401,3,2008-03-31,7
71401,3,2008-04-30,3
71401,3,2008-06-30,8
71401,3,2008-07-31,3
71401,3,2008-09-30,1
71401,3,2008-10-31,1
71401,3,2008-12-31,6
71401,3,2009-01-31,3
71401,3,2009-03-31,10
71401,3,2009-04-30,6
71401,3,2009-05-31,9
71401,3,2009-06-30,3
71401,3,2009-07-31,7
71401,3,2009-08-31,1
71401,3,2009-09-30,10
71401,3,2009-10-31,3
71401,3,2009-11-30,4
71401,3,2009-12-31,5
71401,3,2010-01-31,3
71401,3,2010-02-28,4
71401,3,2010-03-31,6
71401,3,2010-04-30,5
71401,3,2010-05-31,8
71401,3,2010-06-30,5
71401,3,2010-07-31,8
71401,3,2010-08-31,5
71401,3,2010-09-30,5
71401,3,2010-10-31,6
71401,3,2010-11-30,1
71401,3,2010-12-31,3
71401,3,2011-01-31,2
71401,3,2011-02-28,1
71401,3,2011-03-31,11
71401,3,2011-04-30,6
71401,3,2011-05-31,10
71401,3,2011-06-30,8
71401,3,2011-07-31,6
71401,3,2011-08-31,7
71401,3,2011-09-30,9
71401,3,2011-10-31,5
71401,3,2011-11-30,2
71401,3,2011-12-31,4
71401,3,2012-01-31,6
71401,4,2008-12-31,1
71401,4,2011-04-30,1
71401,4,2011-05-31,2
71401,4,2011-06-30,1
71401,4,2011-07-31,1
71401,4,2011-10-31,1
71401,4,2011-11-30,1
71401,4,2011-12-31,6
71401,4,2012-01-31,7
71401,5,2007-03-31,1
71401,5,2007-04-30,2
71401,5,2007-06-30,8
71401,5,2007-07-31,8
71401,5,2007-09-30,14
71401,5,2007-10-31,15
71401,5,2007-12-31,12
71401,5,2008-01-31,14
71401,5,2008-03-31,7
71401,5,2008-04-30,8
71401,5,2008-06-30,4
71401,5,2008-07-31,8
71401,5,2008-09-30,18
71401,5,2008-10-31,19
71401,5,2008-12-31,8
71401,5,2009-01-31,7
71401,5,2009-03-31,19
71401,5,2009-04-30,18
71401,5,2009-05-31,21
71401,5,2009-06-30,27
71401,5,2009-07-31,20
71401,5,2009-08-31,18
71401,5,2009-09-30,17
71401,5,2009-10-31,14
71401,5,2009-11-30,18
71401,5,2009-12-31,14
71401,5,2010-01-31,13
71401,5,2010-02-28,17
71401,5,2010-03-31,8
71401,5,2010-04-30,10
71401,5,2010-05-31,14
71401,5,2010-06-30,11
71401,5,2010-07-31,11
71401,5,2010-08-31,9
71401,5,2010-09-30,6
71401,5,2010-10-31,13
71401,5,2010-11-30,27
71401,5,2010-12-31,37
71401,5,2011-01-31,34
71401,5,2011-02-28,35
71401,5,2011-03-31,32
71401,5,2011-04-30,24
71401,5,2011-05-31,30
71401,5,2011-06-30,29
71401,5,2011-07-31,28
71401,5,2011-08-31,25
71401,5,2011-09-30,32
71401,5,2011-10-31,34
71401,5,2011-11-30,25
71401,5,2011-12-31,35
71401,5,2012-01-31,44
71401,6,2009-09-30,1
71401,6,2009-10-31,1
71401,6,2009-11-30,1
71401,6,2009-12-31,1
71401,6,2010-01-31,1
71401,6,2010-02-28,1
71401,6,2010-03-31,1
71401,6,2010-04-30,1
71401,6,2010-05-31,1
71401,6,2010-06-30,1
71401,6,2010-07-31,1
71401,6,2010-08-31,1
71401,6,2010-09-30,1
71401,6,2010-10-31,1
71401,6,2010-11-30,1
71401,6,2010-12-31,1
71401,6,2011-01-31,1
