clinic,sex,day,population
32301,2,2010-08-31,679
32301,2,2010-09-30,688
32301,2,2010-10-31,701
32301,2,2010-11-30,709
32301,2,2010-12-31,720
32301,2,2011-01-31,732
32301,2,2011-02-28,739
32301,2,2011-03-31,744
32301,2,2011-04-30,750
32301,2,2011-05-31,756
32301,2,2011-06-30,765
32301,2,2011-07-31,771
32301,2,2011-08-31,776
32301,2,2011-09-30,782
32301,2,2011-10-31,798
32301,2,2011-11-30,804
32301,2,2011-12-31,807
32301,2,2012-01-31,807
33101,1,2006-01-31,1
33101,1,2006-03-31,1
33101,1,2006-04-30,1
33101,1,2006-06-30,2
33101,1,2006-07-31,2
33101,1,2006-09-30,2
33101,1,2006-10-31,2
33101,1,2006-12-31,2
33101,1,2007-01-31,2
33101,1,2007-03-31,4
33101,1,2007-04-30,3
33101,1,2007-06-30,30
33101,1,2007-07-31,42
33101,1,2007-09-30,62
33101,1,2007-10-31,72
33101,1,2007-12-31,85
33101,1,2008-01-31,87
33101,1,2008-03-31,96
33101,1,2008-04-30,101
33101,1,2008-06-30,108
33101,1,2008-07-31,112
33101,1,2008-09-30,131
33101,1,2008-10-31,142
33101,1,2008-12-31,147
33101,1,2009-01-31,156
33101,1,2009-03-31,170
33101,1,2009-04-30,182
33101,1,2009-05-31,193
33101,1,2009-06-30,206
33101,1,2009-07-31,219
33101,1,2009-08-31,240
33101,1,2009-09-30,252
33101,1,2009-10-31,256
33101,1,2009-11-30,268
33101,1,2009-12-31,270
33101,1,2010-01-31,276
33101,1,2010-02-28,283
33101,1,2010-03-31,293
33101,1,2010-04-30,297
33101,1,2010-05-31,305
33101,1,2010-06-30,315
33101,1,2010-07-31,322
33101,1,2010-08-31,329
33101,1,2010-09-30,342
33101,1,2010-10-31,352
33101,1,2010-11-30,358
33101,1,2010-12-31,360
33101,1,2011-01-31,366
33101,1,2011-02-28,372
33101,1,2011-03-31,385
33101,1,2011-04-30,395
33101,1,2011-05-31,403
33101,1,2011-06-30,413
33101,1,2011-07-31,423
33101,1,2011-08-31,437
33101,1,2011-09-30,451
33101,1,2011-10-31,464
33101,1,2011-11-30,469
33101,1,2011-12-31,474
33101,1,2012-01-31,482
33101,2,2007-03-31,1
33101,2,2007-04-30,1
33101,2,2007-06-30,9
33101,2,2007-07-31,16
33101,2,2007-09-30,23
33101,2,2007-10-31,23
33101,2,2007-12-31,35
33101,2,2008-01-31,39
33101,2,2008-03-31,54
33101,2,2008-04-30,55
33101,2,2008-06-30,65
33101,2,2008-07-31,68
33101,2,2008-09-30,75
33101,2,2008-10-31,77
33101,2,2008-12-31,84
33101,2,2009-01-31,91
33101,2,2009-03-31,100
33101,2,2009-04-30,105
33101,2,2009-05-31,115
33101,2,2009-06-30,120
33101,2,2009-07-31,130
33101,2,2009-08-31,143
33101,2,2009-09-30,149
33101,2,2009-10-31,152
33101,2,2009-11-30,157
33101,2,2009-12-31,158
33101,2,2010-01-31,163
33101,2,2010-02-28,167
33101,2,2010-03-31,173
33101,2,2010-04-30,178
33101,2,2010-05-31,186
33101,2,2010-06-30,190
33101,2,2010-07-31,194
33101,2,2010-08-31,195
33101,2,2010-09-30,201
33101,2,2010-10-31,203
33101,2,2010-11-30,206
33101,2,2010-12-31,209
33101,2,2011-01-31,212
33101,2,2011-02-28,219
33101,2,2011-03-31,225
33101,2,2011-04-30,231
33101,2,2011-05-31,237
33101,2,2011-06-30,241
33101,2,2011-07-31,246
33101,2,2011-08-31,252
33101,2,2011-09-30,260
33101,2,2011-10-31,269
33101,2,2011-11-30,275
33101,2,2011-12-31,278
33101,2,2012-01-31,282
34401,,2009-09-30,1
34401,,2009-10-31,1
34401,,2009-11-30,1
34401,,2009-12-31,1
34401,,2010-01-31,1
34401,,2010-02-28,1
34401,,2010-03-31,1
34401,,2010-04-30,1
34401,,2010-05-31,1
34401,,2010-06-30,1
34401,,2010-07-31,1
34401,,2010-08-31,1
34401,,2010-09-30,1
34401,,2010-10-31,1
34401,,2010-11-30,1
34401,,2010-12-31,1
34401,,2011-01-31,1
34401,,2011-02-28,1
34401,,2011-03-31,1
34401,,2011-04-30,1
34401,,2011-05-31,1
34401,,2011-06-30,1
34401,,2011-07-31,1
34401,,2011-08-31,1
34401,,2011-09-30,1
34401,,2011-10-31,1
34401,,2011-11-30,1
34401,,2011-12-31,1
34401,,2012-01-31,1
34401,1,2009-03-31,2
34401,1,2009-04-30,6
34401,1,2009-05-31,7
34401,1,2009-06-30,7
34401,1,2009-07-31,7
34401,1,2009-08-31,9
34401,1,2009-09-30,9
34401,1,2009-10-31,11
34401,1,2009-11-30,12
34401,1,2009-12-31,13
34401,1,2010-01-31,13
34401,1,2010-02-28,15
34401,1,2010-03-31,15
34401,1,2010-04-30,15
34401,1,2010-05-31,15
34401,1,2010-06-30,15
34401,1,2010-07-31,15
34401,1,2010-08-31,15
34401,1,2010-09-30,16
34401,1,2010-10-31,17
34401,1,2010-11-30,17
34401,1,2010-12-31,17
34401,1,2011-01-31,17
34401,1,2011-02-28,18
34401,1,2011-03-31,19
34401,1,2011-04-30,21
34401,1,2011-05-31,21
34401,1,2011-06-30,21
34401,1,2011-07-31,21
34401,1,2011-08-31,21
34401,1,2011-09-30,21
34401,1,2011-10-31,21
34401,1,2011-11-30,21
34401,1,2011-12-31,21
34401,1,2012-01-31,21
34401,2,2007-03-31,1
34401,2,2007-04-30,1
34401,2,2007-06-30,1
34401,2,2007-07-31,1
34401,2,2007-09-30,1
34401,2,2007-10-31,1
34401,2,2007-12-31,1
34401,2,2008-01-31,1
34401,2,2008-03-31,1
34401,2,2008-04-30,1
34401,2,2008-06-30,1
34401,2,2008-07-31,1
34401,2,2008-09-30,2
34401,2,2008-10-31,2
34401,2,2008-12-31,2
34401,2,2009-01-31,2
34401,2,2009-03-31,2
34401,2,2009-04-30,4
34401,2,2009-05-31,6
34401,2,2009-06-30,6
34401,2,2009-07-31,6
34401,2,2009-08-31,6
34401,2,2009-09-30,7
34401,2,2009-10-31,8
34401,2,2009-11-30,9
34401,2,2009-12-31,9
34401,2,2010-01-31,9
34401,2,2010-02-28,9
34401,2,2010-03-31,9
34401,2,2010-04-30,12
34401,2,2010-05-31,12
34401,2,2010-06-30,12
34401,2,2010-07-31,12
34401,2,2010-08-31,12
34401,2,2010-09-30,12
34401,2,2010-10-31,12
34401,2,2010-11-30,12
34401,2,2010-12-31,12
34401,2,2011-01-31,12
34401,2,2011-02-28,14
34401,2,2011-03-31,15
34401,2,2011-04-30,15
34401,2,2011-05-31,16
34401,2,2011-06-30,18
34401,2,2011-07-31,18
34401,2,2011-08-31,18
34401,2,2011-09-30,19
34401,2,2011-10-31,19
34401,2,2011-11-30,19
34401,2,2011-12-31,19
34401,2,2012-01-31,19
35101,1,2006-01-31,1
35101,1,2006-03-31,1
35101,1,2006-04-30,1
35101,1,2006-06-30,1
35101,1,2006-07-31,1
35101,1,2006-09-30,1
35101,1,2006-10-31,1
35101,1,2006-12-31,1
35101,1,2007-01-31,1
35101,1,2007-03-31,1
35101,1,2007-04-30,1
35101,1,2007-06-30,1
35101,1,2007-07-31,1
35101,1,2007-09-30,1
35101,1,2007-10-31,1
35101,1,2007-12-31,8
35101,1,2008-01-31,23
35101,1,2008-03-31,41
35101,1,2008-04-30,48
35101,1,2008-06-30,63
35101,1,2008-07-31,88
35101,1,2008-09-30,110
35101,1,2008-10-31,116
35101,1,2008-12-31,134
35101,1,2009-01-31,139
35101,1,2009-03-31,153
35101,1,2009-04-30,158
35101,1,2009-05-31,162
35101,1,2009-06-30,167
35101,1,2009-07-31,181
35101,1,2009-08-31,193
35101,1,2009-09-30,202
35101,1,2009-10-31,205
35101,1,2009-11-30,208
35101,1,2009-12-31,210
35101,1,2010-01-31,213
35101,1,2010-02-28,217
35101,1,2010-03-31,224
35101,1,2010-04-30,228
35101,1,2010-05-31,235
35101,1,2010-06-30,242
35101,1,2010-07-31,250
35101,1,2010-08-31,255
35101,1,2010-09-30,263
35101,1,2010-10-31,267
35101,1,2010-11-30,267
35101,1,2010-12-31,271
35101,1,2011-01-31,277
35101,1,2011-02-28,281
35101,1,2011-03-31,286
35101,1,2011-04-30,293
35101,1,2011-05-31,297
35101,1,2011-06-30,300
35101,1,2011-07-31,303
35101,1,2011-08-31,311
35101,1,2011-09-30,318
35101,1,2011-10-31,325
35101,1,2011-11-30,329
35101,1,2011-12-31,333
35101,1,2012-01-31,340
35101,2,2007-12-31,5
35101,2,2008-01-31,10
35101,2,2008-03-31,28
35101,2,2008-04-30,30
35101,2,2008-06-30,46
35101,2,2008-07-31,54
35101,2,2008-09-30,65
35101,2,2008-10-31,72
35101,2,2008-12-31,84
35101,2,2009-01-31,91
35101,2,2009-03-31,103
35101,2,2009-04-30,108
35101,2,2009-05-31,118
35101,2,2009-06-30,120
35101,2,2009-07-31,124
35101,2,2009-08-31,128
35101,2,2009-09-30,130
35101,2,2009-10-31,131
35101,2,2009-11-30,132
35101,2,2009-12-31,135
35101,2,2010-01-31,140
35101,2,2010-02-28,141
35101,2,2010-03-31,149
35101,2,2010-04-30,149
35101,2,2010-05-31,153
35101,2,2010-06-30,160
35101,2,2010-07-31,164
35101,2,2010-08-31,166
35101,2,2010-09-30,178
35101,2,2010-10-31,184
35101,2,2010-11-30,186
35101,2,2010-12-31,190
35101,2,2011-01-31,192
35101,2,2011-02-28,195
35101,2,2011-03-31,200
35101,2,2011-04-30,201
35101,2,2011-05-31,203
35101,2,2011-06-30,208
35101,2,2011-07-31,213
35101,2,2011-08-31,218
35101,2,2011-09-30,224
35101,2,2011-10-31,232
35101,2,2011-11-30,235
35101,2,2011-12-31,239
35101,2,2012-01-31,245
36101,,2010-01-31,1
36101,,2010-02-28,1
36101,,2010-03-31,1
36101,,2010-04-30,1
36101,,2010-05-31,1
36101,,2010-06-30,1
36101,,2010-07-31,1
36101,,2010-08-31,1
36101,,2010-09-30,1
36101,,2010-10-31,1
36101,,2010-11-30,1
36101,,2010-12-31,1
36101,,2011-01-31,1
36101,,2011-02-28,1
36101,,2011-03-31,1
36101,,2011-04-30,1
36101,,2011-05-31,1
36101,,2011-06-30,1
36101,,2011-07-31,1
36101,,2011-08-31,1
36101,,2011-09-30,1
36101,,2011-10-31,1
36101,,2011-11-30,1
36101,,2011-12-31,1
36101,,2012-01-31,1
36101,0,2007-10-31,1
36101,0,2007-12-31,1
36101,0,2008-01-31,1
36101,0,2008-03-31,1
36101,0,2008-04-30,1
36101,0,2008-06-30,1
36101,0,2008-07-31,1
36101,0,2008-09-30,1
36101,0,2008-10-31,1
36101,0,2008-12-31,1
36101,0,2009-01-31,1
36101,0,2009-03-31,1
36101,0,2009-04-30,1
36101,0,2009-05-31,1
36101,0,2009-06-30,1
36101,0,2009-07-31,1
36101,0,2009-08-31,1
36101,0,2009-09-30,1
36101,0,2009-10-31,1
36101,0,2009-11-30,1
36101,0,2009-12-31,6
36101,0,2010-01-31,7
36101,0,2010-02-28,7
36101,0,2010-03-31,7
36101,0,2010-04-30,9
36101,0,2010-05-31,9
36101,0,2010-06-30,9
36101,0,2010-07-31,10
36101,0,2010-08-31,11
36101,0,2010-09-30,11
36101,0,2010-10-31,11
36101,0,2010-11-30,11
36101,0,2010-12-31,11
36101,0,2011-01-31,11
36101,0,2011-02-28,11
36101,0,2011-03-31,11
36101,0,2011-04-30,11
36101,0,2011-05-31,11
36101,0,2011-06-30,11
36101,0,2011-07-31,11
36101,0,2011-08-31,11
36101,0,2011-09-30,11
36101,0,2011-10-31,12
36101,0,2011-11-30,12
36101,0,2011-12-31,12
36101,0,2012-01-31,12
36101,1,2006-01-31,2
36101,1,2006-03-31,8
36101,1,2006-04-30,2
36101,1,2006-06-30,8
36101,1,2006-07-31,2
36101,1,2006-09-30,8
36101,1,2006-10-31,2
36101,1,2006-12-31,8
36101,1,2007-01-31,2
36101,1,2007-03-31,8
36101,1,2007-04-30,2
36101,1,2007-06-30,2
36101,1,2007-07-31,2
36101,1,2007-09-30,19
36101,1,2007-10-31,28
36101,1,2007-12-31,53
36101,1,2008-01-31,66
36101,1,2008-03-31,88
36101,1,2008-04-30,101
36101,1,2008-06-30,117
36101,1,2008-07-31,138
36101,1,2008-09-30,188
36101,1,2008-10-31,168
36101,1,2008-12-31,174
36101,1,2009-01-31,181
36101,1,2009-03-31,202
36101,1,2009-04-30,216
36101,1,2009-05-31,228
36101,1,2009-06-30,286
36101,1,2009-07-31,296
36101,1,2009-08-31,310
36101,1,2009-09-30,319
36101,1,2009-10-31,325
36101,1,2009-11-30,336
36101,1,2009-12-31,356
36101,1,2010-01-31,381
36101,1,2010-02-28,398
36101,1,2010-03-31,414
36101,1,2010-04-30,438
36101,1,2010-05-31,456
36101,1,2010-06-30,474
36101,1,2010-07-31,487
36101,1,2010-08-31,508
36101,1,2010-09-30,528
36101,1,2010-10-31,546
36101,1,2010-11-30,561
36101,1,2010-12-31,568
36101,1,2011-01-31,585
36101,1,2011-02-28,589
36101,1,2011-03-31,598
36101,1,2011-04-30,620
36101,1,2011-05-31,641
36101,1,2011-06-30,661
36101,1,2011-07-31,677
36101,1,2011-08-31,691
36101,1,2011-09-30,703
36101,1,2011-10-31,727
36101,1,2011-11-30,744
36101,1,2011-12-31,752
36101,1,2012-01-31,769
36101,2,2006-03-31,2
36101,2,2006-06-30,2
36101,2,2006-09-30,3
36101,2,2006-12-31,2
36101,2,2007-03-31,2
36101,2,2007-06-30,1
36101,2,2007-07-31,1
36101,2,2007-09-30,9
36101,2,2007-10-31,6
36101,2,2007-12-31,18
36101,2,2008-01-31,23
36101,2,2008-03-31,39
36101,2,2008-04-30,50
36101,2,2008-06-30,60
36101,2,2008-07-31,71
36101,2,2008-09-30,105
36101,2,2008-10-31,88
36101,2,2008-12-31,94
36101,2,2009-01-31,105
36101,2,2009-03-31,114
36101,2,2009-04-30,122
36101,2,2009-05-31,132
36101,2,2009-06-30,162
36101,2,2009-07-31,173
36101,2,2009-08-31,179
36101,2,2009-09-30,188
36101,2,2009-10-31,194
36101,2,2009-11-30,201
36101,2,2009-12-31,222
36101,2,2010-01-31,237
36101,2,2010-02-28,250
36101,2,2010-03-31,262
36101,2,2010-04-30,276
36101,2,2010-05-31,285
36101,2,2010-06-30,300
36101,2,2010-07-31,312
36101,2,2010-08-31,327
36101,2,2010-09-30,342
36101,2,2010-10-31,355
36101,2,2010-11-30,361
36101,2,2010-12-31,376
36101,2,2011-01-31,383
36101,2,2011-02-28,388
36101,2,2011-03-31,395
36101,2,2011-04-30,409
36101,2,2011-05-31,422
36101,2,2011-06-30,431
36101,2,2011-07-31,447
36101,2,2011-08-31,456
36101,2,2011-09-30,468
36101,2,2011-10-31,481
36101,2,2011-11-30,501
36101,2,2011-12-31,504
36101,2,2012-01-31,512
37201,,2007-10-31,0
37201,,2007-12-31,0
37201,,2008-01-31,0
37201,1,2006-01-31,51
37201,1,2006-03-31,82
37201,1,2006-04-30,97
37201,1,2006-06-30,118
37201,1,2006-07-31,138
37201,1,2006-09-30,150
37201,1,2006-10-31,167
37201,1,2006-12-31,187
37201,1,2007-01-31,200
37201,1,2007-03-31,219
37201,1,2007-04-30,230
37201,1,2007-06-30,251
37201,1,2007-07-31,268
37201,1,2007-09-30,284
37201,1,2007-10-31,305
37201,1,2007-12-31,326
37201,1,2008-01-31,336
37201,1,2008-03-31,355
37201,1,2008-04-30,366
37201,1,2008-06-30,379
37201,1,2008-07-31,386
37201,1,2008-09-30,385
37201,1,2008-10-31,411
37201,1,2008-12-31,425
37201,1,2009-01-31,435
37201,1,2009-03-31,442
37201,1,2009-04-30,454
37201,1,2009-05-31,461
37201,1,2009-06-30,463
37201,1,2009-07-31,469
37201,1,2009-08-31,474
37201,1,2009-09-30,465
37201,1,2009-10-31,473
37201,1,2009-11-30,473
37201,1,2009-12-31,488
37201,1,2010-01-31,495
37201,1,2010-02-28,502
37201,1,2010-03-31,508
37201,1,2010-04-30,513
37201,1,2010-05-31,520
37201,1,2010-06-30,525
37201,1,2010-07-31,530
37201,1,2010-08-31,537
37201,1,2010-09-30,544
37201,1,2010-10-31,548
37201,1,2010-11-30,554
37201,1,2010-12-31,556
37201,1,2011-01-31,562
37201,1,2011-02-28,571
37201,1,2011-03-31,580
37201,1,2011-04-30,584
37201,1,2011-05-31,591
37201,1,2011-06-30,593
37201,1,2011-07-31,601
37201,1,2011-08-31,606
37201,1,2011-09-30,615
37201,1,2011-10-31,624
37201,1,2011-11-30,626
37201,1,2011-12-31,633
37201,1,2012-01-31,637
37201,2,2006-01-31,31
37201,2,2006-03-31,58
37201,2,2006-04-30,67
37201,2,2006-06-30,85
37201,2,2006-07-31,92
37201,2,2006-09-30,108
37201,2,2006-10-31,114
37201,2,2006-12-31,136
37201,2,2007-01-31,146
37201,2,2007-03-31,171
37201,2,2007-04-30,179
37201,2,2007-06-30,200
37201,2,2007-07-31,224
37201,2,2007-09-30,248
37201,2,2007-10-31,257
37201,2,2007-12-31,272
37201,2,2008-01-31,282
37201,2,2008-03-31,297
37201,2,2008-04-30,304
37201,2,2008-06-30,311
37201,2,2008-07-31,318
37201,2,2008-09-30,322
37201,2,2008-10-31,337
37201,2,2008-12-31,348
37201,2,2009-01-31,352
37201,2,2009-03-31,367
37201,2,2009-04-30,372
37201,2,2009-05-31,386
37201,2,2009-06-30,392
37201,2,2009-07-31,398
37201,2,2009-08-31,403
37201,2,2009-09-30,401
37201,2,2009-10-31,406
37201,2,2009-11-30,400
37201,2,2009-12-31,428
37201,2,2010-01-31,432
37201,2,2010-02-28,435
37201,2,2010-03-31,448
37201,2,2010-04-30,453
37201,2,2010-05-31,457
37201,2,2010-06-30,464
37201,2,2010-07-31,474
37201,2,2010-08-31,478
37201,2,2010-09-30,483
37201,2,2010-10-31,487
37201,2,2010-11-30,489
37201,2,2010-12-31,495
37201,2,2011-01-31,497
37201,2,2011-02-28,503
37201,2,2011-03-31,508
37201,2,2011-04-30,512
37201,2,2011-05-31,514
37201,2,2011-06-30,515
37201,2,2011-07-31,519
37201,2,2011-08-31,522
37201,2,2011-09-30,526
37201,2,2011-10-31,535
37201,2,2011-11-30,541
37201,2,2011-12-31,547
37201,2,2012-01-31,554
41100,,2007-09-30,0
41100,,2009-09-30,0
41100,,2011-12-31,2
41100,,2012-01-31,2
41100,0,2009-06-30,1
41100,0,2009-07-31,1
41100,0,2009-08-31,1
41100,0,2009-09-30,1
41100,1,2006-01-31,15
41100,1,2006-03-31,16
41100,1,2006-04-30,15
41100,1,2006-06-30,16
41100,1,2006-07-31,15
41100,1,2006-09-30,17
41100,1,2006-10-31,16
41100,1,2006-12-31,17
41100,1,2007-01-31,20
41100,1,2007-03-31,38
41100,1,2007-04-30,44
41100,1,2007-06-30,108
41100,1,2007-07-31,127
41100,1,2007-09-30,161
41100,1,2007-10-31,174
41100,1,2007-12-31,213
41100,1,2008-01-31,235
41100,1,2008-03-31,276
41100,1,2008-04-30,288
41100,1,2008-06-30,328
41100,1,2008-07-31,361
41100,1,2008-09-30,405
41100,1,2008-10-31,421
41100,1,2008-12-31,466
41100,1,2009-01-31,489
41100,1,2009-03-31,529
41100,1,2009-04-30,548
41100,1,2009-05-31,557
41100,1,2009-06-30,584
41100,1,2009-07-31,601
41100,1,2009-08-31,625
41100,1,2009-09-30,637
41100,1,2009-10-31,639
41100,1,2009-11-30,651
41100,1,2009-12-31,658
41100,1,2010-01-31,669
41100,1,2010-02-28,673
41100,1,2010-03-31,683
41100,1,2010-04-30,695
41100,1,2010-05-31,710
41100,1,2010-06-30,723
41100,1,2010-07-31,741
41100,1,2010-08-31,753
41100,1,2010-09-30,772
41100,1,2010-10-31,783
41100,1,2010-11-30,795
41100,1,2010-12-31,802
41100,1,2011-01-31,818
41100,1,2011-02-28,836
41100,1,2011-03-31,854
41100,1,2011-04-30,871
41100,1,2011-05-31,886
41100,1,2011-06-30,903
41100,1,2011-07-31,913
41100,1,2011-08-31,928
41100,1,2011-09-30,942
41100,1,2011-10-31,953
41100,1,2011-11-30,968
41100,1,2011-12-31,976
41100,1,2012-01-31,976
41100,2,2006-01-31,7
41100,2,2006-03-31,7
41100,2,2006-04-30,7
41100,2,2006-06-30,8
41100,2,2006-07-31,8
41100,2,2006-09-30,9
41100,2,2006-10-31,8
41100,2,2006-12-31,8
41100,2,2007-01-31,13
41100,2,2007-03-31,22
41100,2,2007-04-30,26
41100,2,2007-06-30,50
41100,2,2007-07-31,58
41100,2,2007-09-30,88
41100,2,2007-10-31,96
41100,2,2007-12-31,113
41100,2,2008-01-31,118
41100,2,2008-03-31,129
41100,2,2008-04-30,139
41100,2,2008-06-30,153
41100,2,2008-07-31,159
41100,2,2008-09-30,184
41100,2,2008-10-31,190
41100,2,2008-12-31,208
41100,2,2009-01-31,219
41100,2,2009-03-31,233
41100,2,2009-04-30,241
41100,2,2009-05-31,248
41100,2,2009-06-30,257
41100,2,2009-07-31,274
41100,2,2009-08-31,289
41100,2,2009-09-30,299
41100,2,2009-10-31,306
41100,2,2009-11-30,310
41100,2,2009-12-31,316
41100,2,2010-01-31,321
41100,2,2010-02-28,325
41100,2,2010-03-31,329
41100,2,2010-04-30,341
41100,2,2010-05-31,349
41100,2,2010-06-30,352
41100,2,2010-07-31,358
41100,2,2010-08-31,365
41100,2,2010-09-30,373
41100,2,2010-10-31,378
41100,2,2010-11-30,382
41100,2,2010-12-31,385
41100,2,2011-01-31,389
41100,2,2011-02-28,397
41100,2,2011-03-31,403
41100,2,2011-04-30,412
41100,2,2011-05-31,422
41100,2,2011-06-30,426
41100,2,2011-07-31,434
41100,2,2011-08-31,443
41100,2,2011-09-30,446
41100,2,2011-10-31,452
41100,2,2011-11-30,458
41100,2,2011-12-31,465
41100,2,2012-01-31,466
41201,,2009-07-31,1
41201,,2009-08-31,1
41201,,2009-09-30,1
41201,,2009-10-31,1
41201,,2009-11-30,2
41201,,2009-12-31,2
41201,,2010-01-31,3
41201,,2010-02-28,3
41201,,2010-03-31,3
41201,,2010-04-30,4
41201,,2010-05-31,4
41201,,2010-06-30,4
41201,,2010-07-31,4
41201,,2010-08-31,4
41201,,2010-09-30,5
41201,,2010-10-31,8
41201,,2010-11-30,8
41201,,2010-12-31,10
41201,,2011-01-31,10
41201,,2011-02-28,10
41201,,2011-03-31,10
41201,,2011-04-30,10
41201,,2011-05-31,11
41201,,2011-06-30,11
41201,,2011-07-31,11
41201,,2011-08-31,11
41201,,2011-09-30,11
41201,,2011-10-31,11
41201,,2011-11-30,11
41201,,2011-12-31,11
41201,,2012-01-31,11
41201,1,2007-01-31,1
41201,1,2007-03-31,1
41201,1,2007-04-30,1
41201,1,2007-06-30,2
41201,1,2007-07-31,14
41201,1,2007-09-30,34
41201,1,2007-10-31,44
41201,1,2007-12-31,60
41201,1,2008-01-31,63
41201,1,2008-03-31,68
41201,1,2008-04-30,74
41201,1,2008-06-30,102
41201,1,2008-07-31,107
41201,1,2008-09-30,122
41201,1,2008-10-31,126
41201,1,2008-12-31,145
41201,1,2009-01-31,151
41201,1,2009-03-31,159
41201,1,2009-04-30,167
41201,1,2009-05-31,170
41201,1,2009-06-30,174
41201,1,2009-07-31,181
41201,1,2009-08-31,188
41201,1,2009-09-30,197
41201,1,2009-10-31,203
41201,1,2009-11-30,206
41201,1,2009-12-31,210
41201,1,2010-01-31,221
41201,1,2010-02-28,224
41201,1,2010-03-31,224
41201,1,2010-04-30,226
41201,1,2010-05-31,227
41201,1,2010-06-30,229
41201,1,2010-07-31,231
41201,1,2010-08-31,232
41201,1,2010-09-30,234
41201,1,2010-10-31,236
41201,1,2010-11-30,238
41201,1,2010-12-31,238
41201,1,2011-01-31,239
41201,1,2011-02-28,239
41201,1,2011-03-31,243
41201,1,2011-04-30,247
41201,1,2011-05-31,250
41201,1,2011-06-30,253
41201,1,2011-07-31,255
41201,1,2011-08-31,260
41201,1,2011-09-30,263
41201,1,2011-10-31,269
41201,1,2011-11-30,275
41201,1,2011-12-31,277
41201,1,2012-01-31,277
41201,2,2006-01-31,3
41201,2,2006-03-31,3
41201,2,2006-04-30,3
41201,2,2006-06-30,3
41201,2,2006-07-31,3
41201,2,2006-09-30,3
41201,2,2006-10-31,3
41201,2,2006-12-31,3
41201,2,2007-01-31,3
41201,2,2007-03-31,3
41201,2,2007-04-30,3
41201,2,2007-06-30,3
41201,2,2007-07-31,12
41201,2,2007-09-30,20
41201,2,2007-10-31,23
41201,2,2007-12-31,35
41201,2,2008-01-31,42
41201,2,2008-03-31,44
41201,2,2008-04-30,48
41201,2,2008-06-30,61
41201,2,2008-07-31,68
41201,2,2008-09-30,74
41201,2,2008-10-31,81
41201,2,2008-12-31,91
41201,2,2009-01-31,93
41201,2,2009-03-31,99
41201,2,2009-04-30,101
41201,2,2009-05-31,103
41201,2,2009-06-30,103
41201,2,2009-07-31,106
41201,2,2009-08-31,109
41201,2,2009-09-30,113
41201,2,2009-10-31,116
41201,2,2009-11-30,119
41201,2,2009-12-31,120
41201,2,2010-01-31,129
41201,2,2010-02-28,129
41201,2,2010-03-31,129
41201,2,2010-04-30,130
41201,2,2010-05-31,132
41201,2,2010-06-30,132
41201,2,2010-07-31,134
41201,2,2010-08-31,134
41201,2,2010-09-30,136
41201,2,2010-10-31,136
41201,2,2010-11-30,137
41201,2,2010-12-31,138
41201,2,2011-01-31,138
41201,2,2011-02-28,138
41201,2,2011-03-31,139
41201,2,2011-04-30,140
41201,2,2011-05-31,140
41201,2,2011-06-30,141
41201,2,2011-07-31,141
41201,2,2011-08-31,141
41201,2,2011-09-30,141
41201,2,2011-10-31,141
41201,2,2011-11-30,145
41201,2,2011-12-31,149
41201,2,2012-01-31,151
42301,,2007-10-31,1
42301,,2007-12-31,2
42301,,2008-01-31,2
42301,,2008-03-31,3
42301,,2008-04-30,3
42301,,2008-06-30,3
42301,,2008-07-31,4
42301,,2008-09-30,5
42301,,2008-10-31,5
42301,,2008-12-31,7
42301,,2009-01-31,7
42301,,2009-03-31,7
42301,,2009-04-30,7
42301,,2009-05-31,7
42301,,2009-06-30,7
42301,,2009-07-31,7
42301,,2009-08-31,7
42301,,2009-09-30,7
42301,,2009-10-31,7
42301,,2009-11-30,7
42301,,2009-12-31,7
42301,,2010-01-31,7
42301,,2010-02-28,7
42301,,2010-03-31,7
42301,,2010-04-30,7
42301,,2010-05-31,7
42301,,2010-06-30,7
42301,,2010-07-31,7
42301,,2010-08-31,7
42301,,2010-09-30,7
42301,,2010-10-31,7
42301,,2010-11-30,7
42301,,2010-12-31,7
42301,,2011-01-31,7
42301,,2011-02-28,7
42301,,2011-03-31,7
42301,,2011-04-30,7
42301,,2011-05-31,7
42301,,2011-06-30,7
42301,,2011-07-31,7
42301,,2011-08-31,7
42301,,2011-09-30,7
42301,,2011-10-31,7
42301,,2011-11-30,7
42301,,2011-12-31,7
42301,,2012-01-31,7
42301,1,2006-03-31,1
42301,1,2006-06-30,1
42301,1,2006-09-30,1
42301,1,2006-12-31,1
42301,1,2007-03-31,1
42301,1,2007-07-31,2
42301,1,2007-09-30,8
42301,1,2007-10-31,7
42301,1,2007-12-31,9
42301,1,2008-01-31,11
42301,1,2008-03-31,12
42301,1,2008-04-30,12
42301,1,2008-06-30,14
42301,1,2008-07-31,18
42301,1,2008-09-30,32
42301,1,2008-10-31,22
42301,1,2008-12-31,23
42301,1,2009-01-31,23
42301,1,2009-03-31,24
42301,1,2009-04-30,25
42301,1,2009-05-31,44
42301,1,2009-06-30,45
42301,1,2009-07-31,46
42301,1,2009-08-31,47
42301,1,2009-09-30,51
42301,1,2009-10-31,55
42301,1,2009-11-30,57
42301,1,2009-12-31,57
42301,1,2010-01-31,59
42301,1,2010-02-28,60
42301,1,2010-03-31,64
42301,1,2010-04-30,65
42301,1,2010-05-31,66
42301,1,2010-06-30,69
42301,1,2010-07-31,71
