clinic,sex,day,population
11100,,2007-10-31,0
11100,,2007-12-31,0
11100,,2008-01-31,0
11100,,2008-03-31,0
11100,,2008-04-30,0
11100,,2008-06-30,0
11100,,2008-07-31,0
11100,,2008-10-31,0
11100,,2008-12-31,0
11100,,2009-01-31,0
11100,,2009-03-31,0
11100,,2009-04-30,0
11100,,2009-05-31,0
11100,,2011-08-31,1
11100,,2011-09-30,2
11100,,2011-10-31,4
11100,,2011-11-30,6
11100,,2011-12-31,9
11100,,2012-01-31,11
11100,0,2008-03-31,1
11100,0,2008-04-30,1
11100,0,2008-06-30,1
11100,0,2008-07-31,1
11100,0,2008-09-30,1
11100,0,2008-10-31,1
11100,0,2008-12-31,1
11100,0,2009-01-31,1
11100,0,2009-03-31,1
11100,0,2009-04-30,1
11100,0,2009-05-31,1
11100,0,2009-06-30,1
11100,0,2009-07-31,1
11100,0,2009-08-31,1
11100,0,2009-09-30,1
11100,0,2009-10-31,1
11100,0,2009-11-30,1
11100,0,2009-12-31,1
11100,0,2010-01-31,1
11100,0,2010-02-28,1
11100,0,2010-03-31,1
11100,0,2010-04-30,1
11100,0,2010-05-31,1
11100,0,2010-06-30,1
11100,0,2010-07-31,1
11100,0,2010-08-31,1
11100,0,2010-09-30,1
11100,0,2010-10-31,1
11100,0,2010-11-30,1
11100,0,2010-12-31,1
11100,0,2011-01-31,1
11100,0,2011-02-28,1
11100,0,2011-03-31,1
11100,0,2011-04-30,1
11100,0,2011-05-31,1
11100,0,2011-06-30,1
11100,0,2011-07-31,1
11100,0,2011-08-31,1
11100,0,2011-09-30,1
11100,0,2011-10-31,1
11100,0,2011-11-30,1
11100,0,2011-12-31,1
11100,0,2012-01-31,1
11100,1,2006-01-31,59
11100,1,2006-03-31,68
11100,1,2006-04-30,78
11100,1,2006-06-30,110
11100,1,2006-07-31,128
11100,1,2006-09-30,163
11100,1,2006-10-31,201
11100,1,2006-12-31,237
11100,1,2007-01-31,296
11100,1,2007-03-31,410
11100,1,2007-04-30,464
11100,1,2007-06-30,565
11100,1,2007-07-31,637
11100,1,2007-09-30,792
11100,1,2007-10-31,877
11100,1,2007-12-31,1021
11100,1,2008-01-31,1116
11100,1,2008-03-31,1285
11100,1,2008-04-30,1362
11100,1,2008-06-30,1523
11100,1,2008-07-31,1606
11100,1,2008-09-30,1745
11100,1,2008-10-31,1805
11100,1,2008-12-31,1955
11100,1,2009-01-31,2044
11100,1,2009-03-31,2273
11100,1,2009-04-30,2381
11100,1,2009-05-31,2459
11100,1,2009-06-30,2521
11100,1,2009-07-31,2549
11100,1,2009-08-31,2600
11100,1,2009-09-30,2651
11100,1,2009-10-31,2693
11100,1,2009-11-30,2744
11100,1,2009-12-31,2789
11100,1,2010-01-31,2809
11100,1,2010-02-28,2816
11100,1,2010-03-31,2850
11100,1,2010-04-30,2883
11100,1,2010-05-31,2909
11100,1,2010-06-30,2941
11100,1,2010-07-31,2986
11100,1,2010-08-31,3019
11100,1,2010-09-30,3056
11100,1,2010-10-31,3088
11100,1,2010-11-30,3111
11100,1,2010-12-31,3137
11100,1,2011-01-31,3171
11100,1,2011-02-28,3205
11100,1,2011-03-31,3252
11100,1,2011-04-30,3281
11100,1,2011-05-31,3304
11100,1,2011-06-30,3319
11100,1,2011-07-31,3335
11100,1,2011-08-31,3337
11100,1,2011-09-30,3361
11100,1,2011-10-31,3379
11100,1,2011-11-30,3409
11100,1,2011-12-31,3441
11100,1,2012-01-31,3458
11100,2,2006-01-31,43
11100,2,2006-03-31,46
11100,2,2006-04-30,53
11100,2,2006-06-30,78
11100,2,2006-07-31,90
11100,2,2006-09-30,111
11100,2,2006-10-31,124
11100,2,2006-12-31,137
11100,2,2007-01-31,168
11100,2,2007-03-31,228
11100,2,2007-04-30,266
11100,2,2007-06-30,303
11100,2,2007-07-31,339
11100,2,2007-09-30,423
11100,2,2007-10-31,472
11100,2,2007-12-31,544
11100,2,2008-01-31,593
11100,2,2008-03-31,689
11100,2,2008-04-30,733
11100,2,2008-06-30,817
11100,2,2008-07-31,857
11100,2,2008-09-30,944
11100,2,2008-10-31,984
11100,2,2008-12-31,1071
11100,2,2009-01-31,1142
11100,2,2009-03-31,1258
11100,2,2009-04-30,1308
11100,2,2009-05-31,1356
11100,2,2009-06-30,1400
11100,2,2009-07-31,1428
11100,2,2009-08-31,1462
11100,2,2009-09-30,1501
11100,2,2009-10-31,1523
11100,2,2009-11-30,1553
11100,2,2009-12-31,1587
11100,2,2010-01-31,1602
11100,2,2010-02-28,1608
11100,2,2010-03-31,1623
11100,2,2010-04-30,1643
11100,2,2010-05-31,1675
11100,2,2010-06-30,1692
11100,2,2010-07-31,1718
11100,2,2010-08-31,1738
11100,2,2010-09-30,1765
11100,2,2010-10-31,1794
11100,2,2010-11-30,1805
11100,2,2010-12-31,1816
11100,2,2011-01-31,1835
11100,2,2011-02-28,1864
11100,2,2011-03-31,1886
11100,2,2011-04-30,1911
11100,2,2011-05-31,1934
11100,2,2011-06-30,1948
11100,2,2011-07-31,1952
11100,2,2011-08-31,1954
11100,2,2011-09-30,1968
11100,2,2011-10-31,1976
11100,2,2011-11-30,1992
11100,2,2011-12-31,2008
11100,2,2012-01-31,2023
11120,,2011-11-30,3
11120,,2011-12-31,5
11120,,2012-01-31,6
11120,1,2007-06-30,1
11120,1,2007-07-31,1
11120,1,2007-09-30,1
11120,1,2007-10-31,1
11120,1,2007-12-31,1
11120,1,2008-01-31,1
11120,1,2008-03-31,1
11120,1,2008-04-30,1
11120,1,2008-06-30,1
11120,1,2008-07-31,2
11120,1,2008-09-30,1
11120,1,2008-10-31,2
11120,1,2008-12-31,2
11120,1,2009-01-31,2
11120,1,2009-03-31,2
11120,1,2009-04-30,2
11120,1,2009-05-31,3
11120,1,2009-06-30,4
11120,1,2009-07-31,15
11120,1,2009-08-31,21
11120,1,2009-09-30,31
11120,1,2009-10-31,34
11120,1,2009-11-30,41
11120,1,2009-12-31,51
11120,1,2010-01-31,55
11120,1,2010-02-28,61
11120,1,2010-03-31,77
11120,1,2010-04-30,87
11120,1,2010-05-31,101
11120,1,2010-06-30,114
11120,1,2010-07-31,127
11120,1,2010-08-31,133
11120,1,2010-09-30,138
11120,1,2010-10-31,151
11120,1,2010-11-30,161
11120,1,2010-12-31,178
11120,1,2011-01-31,189
11120,1,2011-02-28,202
11120,1,2011-03-31,206
11120,1,2011-04-30,208
11120,1,2011-05-31,226
11120,1,2011-06-30,233
11120,1,2011-07-31,236
11120,1,2011-08-31,241
11120,1,2011-09-30,252
11120,1,2011-10-31,255
11120,1,2011-11-30,263
11120,1,2011-12-31,272
11120,1,2012-01-31,277
11120,2,2009-04-30,1
11120,2,2009-05-31,5
11120,2,2009-06-30,8
11120,2,2009-07-31,12
11120,2,2009-08-31,15
11120,2,2009-09-30,18
11120,2,2009-10-31,21
11120,2,2009-11-30,26
11120,2,2009-12-31,29
11120,2,2010-01-31,31
11120,2,2010-02-28,33
11120,2,2010-03-31,39
11120,2,2010-04-30,44
11120,2,2010-05-31,58
11120,2,2010-06-30,67
11120,2,2010-07-31,73
11120,2,2010-08-31,82
11120,2,2010-09-30,84
11120,2,2010-10-31,89
11120,2,2010-11-30,95
11120,2,2010-12-31,97
11120,2,2011-01-31,100
11120,2,2011-02-28,104
11120,2,2011-03-31,105
11120,2,2011-04-30,109
11120,2,2011-05-31,129
11120,2,2011-06-30,133
11120,2,2011-07-31,134
11120,2,2011-08-31,137
11120,2,2011-09-30,141
11120,2,2011-10-31,144
11120,2,2011-11-30,148
11120,2,2011-12-31,149
11120,2,2012-01-31,154
11127,1,2006-01-31,273
11127,1,2006-03-31,330
11127,1,2006-04-30,349
11127,1,2006-06-30,406
11127,1,2006-07-31,441
11127,1,2006-09-30,485
11127,1,2006-10-31,494
11127,1,2006-12-31,567
11127,1,2007-01-31,601
11127,1,2007-03-31,669
11127,1,2007-04-30,689
11127,1,2007-06-30,730
11127,1,2007-07-31,761
11127,1,2007-09-30,821
11127,1,2007-10-31,834
11127,1,2007-12-31,892
11127,1,2008-01-31,923
11127,1,2008-03-31,987
11127,1,2008-04-30,1014
11127,1,2008-06-30,1083
11127,1,2008-07-31,1125
11127,1,2008-09-30,1173
11127,1,2008-10-31,1206
11127,1,2008-12-31,1268
11127,1,2009-01-31,1314
11127,1,2009-03-31,1396
11127,1,2009-04-30,1418
11127,1,2009-05-31,1438
11127,1,2009-06-30,1457
11127,1,2009-07-31,1471
11127,1,2009-08-31,1487
11127,1,2009-09-30,1511
11127,1,2009-10-31,1543
11127,1,2009-11-30,1576
11127,1,2009-12-31,1595
11127,1,2010-01-31,1599
11127,1,2010-02-28,1599
11127,1,2010-03-31,1599
11127,1,2010-04-30,1606
11127,1,2010-05-31,1619
11127,1,2010-06-30,1637
11127,1,2010-07-31,1661
11127,1,2010-08-31,1687
11127,1,2010-09-30,1708
11127,1,2010-10-31,1722
11127,1,2010-11-30,1729
11127,1,2010-12-31,1736
11127,1,2011-01-31,1750
11127,1,2011-02-28,1762
11127,1,2011-03-31,1789
11127,1,2011-04-30,1809
11127,1,2011-05-31,1820
11127,1,2011-06-30,1839
11127,1,2011-07-31,1857
11127,1,2011-08-31,1869
11127,1,2011-09-30,1881
11127,1,2011-10-31,1890
11127,1,2011-11-30,1899
11127,1,2011-12-31,1908
11127,1,2012-01-31,1922
11127,2,2006-01-31,149
11127,2,2006-03-31,178
11127,2,2006-04-30,187
11127,2,2006-06-30,212
11127,2,2006-07-31,220
11127,2,2006-09-30,239
11127,2,2006-10-31,248
11127,2,2006-12-31,273
11127,2,2007-01-31,278
11127,2,2007-03-31,303
11127,2,2007-04-30,313
11127,2,2007-06-30,335
11127,2,2007-07-31,347
11127,2,2007-09-30,376
11127,2,2007-10-31,387
11127,2,2007-12-31,407
11127,2,2008-01-31,420
11127,2,2008-03-31,451
11127,2,2008-04-30,473
11127,2,2008-06-30,507
11127,2,2008-07-31,523
11127,2,2008-09-30,549
11127,2,2008-10-31,559
11127,2,2008-12-31,597
11127,2,2009-01-31,621
11127,2,2009-03-31,673
11127,2,2009-04-30,687
11127,2,2009-05-31,706
11127,2,2009-06-30,716
11127,2,2009-07-31,734
11127,2,2009-08-31,743
11127,2,2009-09-30,756
11127,2,2009-10-31,770
11127,2,2009-11-30,784
11127,2,2009-12-31,793
11127,2,2010-01-31,796
11127,2,2010-02-28,796
11127,2,2010-03-31,796
11127,2,2010-04-30,799
11127,2,2010-05-31,807
11127,2,2010-06-30,813
11127,2,2010-07-31,825
11127,2,2010-08-31,839
11127,2,2010-09-30,847
11127,2,2010-10-31,856
11127,2,2010-11-30,861
11127,2,2010-12-31,866
11127,2,2011-01-31,874
11127,2,2011-02-28,881
11127,2,2011-03-31,890
11127,2,2011-04-30,897
11127,2,2011-05-31,903
11127,2,2011-06-30,915
11127,2,2011-07-31,929
11127,2,2011-08-31,938
11127,2,2011-09-30,941
11127,2,2011-10-31,946
11127,2,2011-11-30,961
11127,2,2011-12-31,967
11127,2,2012-01-31,976
11155,,2011-03-31,1
11155,,2011-04-30,1
11155,,2011-05-31,1
11155,,2011-06-30,1
11155,,2011-07-31,1
11155,,2011-08-31,1
11155,,2011-09-30,1
11155,,2011-10-31,1
11155,,2011-11-30,1
11155,,2011-12-31,1
11155,,2012-01-31,1
11155,1,2008-12-31,1
11155,1,2009-01-31,1
11155,1,2009-03-31,2
11155,1,2009-04-30,2
11155,1,2009-05-31,2
11155,1,2009-06-30,2
11155,1,2009-07-31,3
11155,1,2009-08-31,5
11155,1,2009-09-30,8
11155,1,2009-10-31,9
11155,1,2009-11-30,13
11155,1,2009-12-31,15
11155,1,2010-01-31,15
11155,1,2010-02-28,15
11155,1,2010-03-31,15
11155,1,2010-04-30,15
11155,1,2010-05-31,18
11155,1,2010-06-30,19
11155,1,2010-07-31,20
11155,1,2010-08-31,21
11155,1,2010-09-30,24
11155,1,2010-10-31,25
11155,1,2010-11-30,26
11155,1,2010-12-31,26
11155,1,2011-01-31,29
11155,1,2011-02-28,31
11155,1,2011-03-31,32
11155,1,2011-04-30,34
11155,1,2011-05-31,35
11155,1,2011-06-30,35
11155,1,2011-07-31,35
11155,1,2011-08-31,36
11155,1,2011-09-30,36
11155,1,2011-10-31,36
11155,1,2011-11-30,37
11155,1,2011-12-31,38
11155,1,2012-01-31,39
11155,2,2009-06-30,2
11155,2,2009-07-31,2
11155,2,2009-08-31,3
11155,2,2009-09-30,5
11155,2,2009-10-31,6
11155,2,2009-11-30,8
11155,2,2009-12-31,8
11155,2,2010-01-31,8
11155,2,2010-02-28,8
11155,2,2010-03-31,8
11155,2,2010-04-30,8
11155,2,2010-05-31,10
11155,2,2010-06-30,11
11155,2,2010-07-31,12
11155,2,2010-08-31,14
11155,2,2010-09-30,14
11155,2,2010-10-31,14
11155,2,2010-11-30,14
11155,2,2010-12-31,14
11155,2,2011-01-31,14
11155,2,2011-02-28,14
11155,2,2011-03-31,15
11155,2,2011-04-30,16
11155,2,2011-05-31,16
11155,2,2011-06-30,16
11155,2,2011-07-31,16
11155,2,2011-08-31,16
11155,2,2011-09-30,16
11155,2,2011-10-31,16
11155,2,2011-11-30,17
11155,2,2011-12-31,19
11155,2,2012-01-31,19
11156,1,2008-12-31,2
11156,1,2009-01-31,4
11156,1,2009-03-31,6
11156,1,2009-04-30,7
11156,1,2009-05-31,10
11156,1,2009-06-30,19
11156,1,2009-07-31,22
11156,1,2009-08-31,31
11156,1,2009-09-30,41
11156,1,2009-10-31,66
11156,1,2009-11-30,74
11156,1,2009-12-31,78
11156,1,2010-01-31,78
11156,1,2010-02-28,78
11156,1,2010-03-31,78
11156,1,2010-04-30,78
11156,1,2010-05-31,78
11156,1,2010-06-30,78
11156,1,2010-07-31,78
11156,1,2010-08-31,78
11156,1,2010-09-30,78
11156,1,2010-10-31,78
11156,1,2010-11-30,78
11156,1,2010-12-31,89
11156,1,2011-01-31,89
11156,1,2011-02-28,89
11156,1,2011-03-31,89
11156,1,2011-04-30,97
11156,1,2011-05-31,105
11156,1,2011-06-30,110
11156,1,2011-07-31,116
11156,1,2011-08-31,119
11156,1,2011-09-30,119
11156,1,2011-10-31,124
11156,1,2011-11-30,129
11156,1,2011-12-31,135
11156,1,2012-01-31,138
11156,2,2009-06-30,1
11156,2,2009-07-31,1
11156,2,2009-08-31,1
11156,2,2009-09-30,1
11156,2,2009-10-31,2
11156,2,2009-11-30,2
11156,2,2009-12-31,2
11156,2,2010-01-31,2
11156,2,2010-02-28,2
11156,2,2010-03-31,2
11156,2,2010-04-30,2
11156,2,2010-05-31,2
11156,2,2010-06-30,2
11156,2,2010-07-31,2
11156,2,2010-08-31,2
11156,2,2010-09-30,2
11156,2,2010-10-31,2
11156,2,2010-11-30,2
11156,2,2010-12-31,2
11156,2,2011-01-31,2
11156,2,2011-02-28,2
11156,2,2011-03-31,3
11156,2,2011-04-30,5
11156,2,2011-05-31,7
11156,2,2011-06-30,8
11156,2,2011-07-31,9
11156,2,2011-08-31,9
11156,2,2011-09-30,9
11156,2,2011-10-31,9
11156,2,2011-11-30,12
11156,2,2011-12-31,15
11156,2,2012-01-31,15
11157,1,2009-06-30,26
11157,1,2009-07-31,59
11157,1,2009-08-31,87
11157,1,2009-09-30,115
11157,1,2009-10-31,126
11157,1,2009-11-30,138
11157,1,2009-12-31,143
11157,1,2010-01-31,143
11157,1,2010-02-28,144
11157,1,2010-03-31,155
11157,1,2010-04-30,163
11157,1,2010-05-31,163
11157,1,2010-06-30,171
11157,1,2010-07-31,178
11157,1,2010-08-31,179
11157,1,2010-09-30,182
11157,1,2010-10-31,188
11157,1,2010-11-30,192
11157,1,2010-12-31,197
11157,1,2011-01-31,213
11157,1,2011-02-28,220
11157,1,2011-03-31,236
11157,1,2011-04-30,255
11157,1,2011-05-31,263
11157,1,2011-06-30,276
11157,1,2011-07-31,289
11157,1,2011-08-31,293
11157,1,2011-09-30,300
11157,1,2011-10-31,315
11157,1,2011-11-30,324
11157,1,2011-12-31,341
11157,1,2012-01-31,341
11157,2,2009-06-30,7
11157,2,2009-07-31,14
11157,2,2009-08-31,19
11157,2,2009-09-30,22
11157,2,2009-10-31,28
11157,2,2009-11-30,28
11157,2,2009-12-31,29
11157,2,2010-01-31,29
11157,2,2010-02-28,29
11157,2,2010-03-31,32
11157,2,2010-04-30,35
11157,2,2010-05-31,37
11157,2,2010-06-30,39
11157,2,2010-07-31,39
11157,2,2010-08-31,42
11157,2,2010-09-30,47
11157,2,2010-10-31,50
11157,2,2010-11-30,51
11157,2,2010-12-31,57
11157,2,2011-01-31,62
11157,2,2011-02-28,64
11157,2,2011-03-31,70
11157,2,2011-04-30,79
11157,2,2011-05-31,82
11157,2,2011-06-30,84
11157,2,2011-07-31,88
11157,2,2011-08-31,89
11157,2,2011-09-30,91
11157,2,2011-10-31,97
11157,2,2011-11-30,102
11157,2,2011-12-31,108
11157,2,2012-01-31,109
11208,1,2006-01-31,457
11208,1,2006-03-31,522
11208,1,2006-04-30,560
11208,1,2006-06-30,629
11208,1,2006-07-31,681
11208,1,2006-09-30,728
11208,1,2006-10-31,765
11208,1,2006-12-31,840
11208,1,2007-01-31,893
11208,1,2007-03-31,974
11208,1,2007-04-30,1030
11208,1,2007-06-30,1120
11208,1,2007-07-31,1185
11208,1,2007-09-30,1299
11208,1,2007-10-31,1355
11208,1,2007-12-31,1451
11208,1,2008-01-31,1495
11208,1,2008-03-31,1582
11208,1,2008-04-30,1632
11208,1,2008-06-30,1692
11208,1,2008-07-31,1737
11208,1,2008-09-30,1826
11208,1,2008-10-31,1878
11208,1,2008-12-31,1951
11208,1,2009-01-31,1961
11208,1,2009-03-31,2037
11208,1,2009-04-30,2071
11208,1,2009-05-31,2107
11208,1,2009-06-30,2143
11208,1,2009-07-31,2186
11208,1,2009-08-31,2223
11208,1,2009-09-30,2275
11208,1,2009-10-31,2321
11208,1,2009-11-30,2361
11208,1,2009-12-31,2390
11208,1,2010-01-31,2404
11208,1,2010-02-28,2428
11208,1,2010-03-31,2463
11208,1,2010-04-30,2504
11208,1,2010-05-31,2536
11208,1,2010-06-30,2567
11208,1,2010-07-31,2589
11208,1,2010-08-31,2617
11208,1,2010-09-30,2634
11208,1,2010-10-31,2661
11208,1,2010-11-30,2683
11208,1,2010-12-31,2703
11208,1,2011-01-31,2722
11208,1,2011-02-28,2751
11208,1,2011-03-31,2784
11208,1,2011-04-30,2809
11208,1,2011-05-31,2836
11208,1,2011-06-30,2872
11208,1,2011-07-31,2894
11208,1,2011-08-31,2932
11208,1,2011-09-30,2969
11208,1,2011-10-31,2994
11208,1,2011-11-30,3024
11208,1,2011-12-31,3047
11208,1,2012-01-31,3089
11208,2,2006-01-31,212
11208,2,2006-03-31,235
11208,2,2006-04-30,252
11208,2,2006-06-30,302
11208,2,2006-07-31,312
11208,2,2006-09-30,345
11208,2,2006-10-31,365
11208,2,2006-12-31,429
11208,2,2007-01-31,459
11208,2,2007-03-31,526
11208,2,2007-04-30,556
11208,2,2007-06-30,628
11208,2,2007-07-31,659
11208,2,2007-09-30,736
11208,2,2007-10-31,772
11208,2,2007-12-31,822
11208,2,2008-01-31,848
11208,2,2008-03-31,898
11208,2,2008-04-30,925
11208,2,2008-06-30,976
11208,2,2008-07-31,999
11208,2,2008-09-30,1053
11208,2,2008-10-31,1084
11208,2,2008-12-31,1129
11208,2,2009-01-31,1144
11208,2,2009-03-31,1194
11208,2,2009-04-30,1217
11208,2,2009-05-31,1244
11208,2,2009-06-30,1266
11208,2,2009-07-31,1299
11208,2,2009-08-31,1338
11208,2,2009-09-30,1357
11208,2,2009-10-31,1372
11208,2,2009-11-30,1394
11208,2,2009-12-31,1412
11208,2,2010-01-31,1420
11208,2,2010-02-28,1440
11208,2,2010-03-31,1476
11208,2,2010-04-30,1495
11208,2,2010-05-31,1519
11208,2,2010-06-30,1534
11208,2,2010-07-31,1552
11208,2,2010-08-31,1574
11208,2,2010-09-30,1593
11208,2,2010-10-31,1615
11208,2,2010-11-30,1628
11208,2,2010-12-31,1643
11208,2,2011-01-31,1669
11208,2,2011-02-28,1681
11208,2,2011-03-31,1699
11208,2,2011-04-30,1721
11208,2,2011-05-31,1746
11208,2,2011-06-30,1761
11208,2,2011-07-31,1782
11208,2,2011-08-31,1805
11208,2,2011-09-30,1837
11208,2,2011-10-31,1851
11208,2,2011-11-30,1871
11208,2,2011-12-31,1890
11208,2,2012-01-31,1916
11217,,2011-02-28,1
11217,,2011-03-31,2
11217,,2011-04-30,2
11217,,2011-05-31,3
11217,,2011-06-30,3
11217,,2011-07-31,4
11217,,2011-08-31,7
11217,,2011-09-30,7
11217,,2011-10-31,8
11217,,2011-11-30,8
11217,,2011-12-31,9
11217,,2012-01-31,11
11217,1,2006-01-31,11
11217,1,2006-03-31,12
11217,1,2006-04-30,12
11217,1,2006-06-30,12
11217,1,2006-07-31,12
11217,1,2006-09-30,12
11217,1,2006-10-31,12
11217,1,2006-12-31,12
11217,1,2007-01-31,13
11217,1,2007-03-31,13
11217,1,2007-04-30,14
11217,1,2007-06-30,14
11217,1,2007-07-31,14
11217,1,2007-09-30,34
11217,1,2007-10-31,46
11217,1,2007-12-31,66
11217,1,2008-01-31,83
11217,1,2008-03-31,109
11217,1,2008-04-30,123
11217,1,2008-06-30,178
11217,1,2008-07-31,202
11217,1,2008-09-30,228
11217,1,2008-10-31,248
11217,1,2008-12-31,327
11217,1,2009-01-31,502
11217,1,2009-03-31,652
11217,1,2009-04-30,693
11217,1,2009-05-31,723
11217,1,2009-06-30,768
11217,1,2009-07-31,793
11217,1,2009-08-31,820
11217,1,2009-09-30,856
11217,1,2009-10-31,881
11217,1,2009-11-30,906
11217,1,2009-12-31,927
11217,1,2010-01-31,937
11217,1,2010-02-28,951
11217,1,2010-03-31,964
11217,1,2010-04-30,988
11217,1,2010-05-31,1019
11217,1,2010-06-30,1040
11217,1,2010-07-31,1063
11217,1,2010-08-31,1079
11217,1,2010-09-30,1109
11217,1,2010-10-31,1124
11217,1,2010-11-30,1132
11217,1,2010-12-31,1150
11217,1,2011-01-31,1179
11217,1,2011-02-28,1193
11217,1,2011-03-31,1206
11217,1,2011-04-30,1222
11217,1,2011-05-31,1258
11217,1,2011-06-30,1291
11217,1,2011-07-31,1312
11217,1,2011-08-31,1337
11217,1,2011-09-30,1355
11217,1,2011-10-31,1385
11217,1,2011-11-30,1398
11217,1,2011-12-31,1423
11217,1,2012-01-31,1442
11217,2,2006-01-31,1
11217,2,2006-03-31,2
11217,2,2006-04-30,1
11217,2,2006-06-30,2
11217,2,2006-07-31,1
11217,2,2006-09-30,2
11217,2,2006-10-31,1
11217,2,2006-12-31,2
11217,2,2007-01-31,1
11217,2,2007-03-31,2
11217,2,2007-04-30,2
11217,2,2007-06-30,3
11217,2,2007-07-31,3
11217,2,2007-09-30,7
11217,2,2007-10-31,10
11217,2,2007-12-31,14
11217,2,2008-01-31,16
11217,2,2008-03-31,24
11217,2,2008-04-30,27
11217,2,2008-06-30,30
11217,2,2008-07-31,33
11217,2,2008-09-30,48
11217,2,2008-10-31,52
11217,2,2008-12-31,70
11217,2,2009-01-31,104
11217,2,2009-03-31,141
11217,2,2009-04-30,155
11217,2,2009-05-31,165
11217,2,2009-06-30,177
11217,2,2009-07-31,190
11217,2,2009-08-31,198
11217,2,2009-09-30,213
11217,2,2009-10-31,219
11217,2,2009-11-30,229
11217,2,2009-12-31,248
11217,2,2010-01-31,250
11217,2,2010-02-28,256
11217,2,2010-03-31,268
11217,2,2010-04-30,277
11217,2,2010-05-31,284
11217,2,2010-06-30,287
11217,2,2010-07-31,295
11217,2,2010-08-31,303
11217,2,2010-09-30,315
11217,2,2010-10-31,321
11217,2,2010-11-30,325
11217,2,2010-12-31,333
11217,2,2011-01-31,344
11217,2,2011-02-28,352
11217,2,2011-03-31,358
11217,2,2011-04-30,363
11217,2,2011-05-31,367
11217,2,2011-06-30,380
11217,2,2011-07-31,389
11217,2,2011-08-31,404
11217,2,2011-09-30,419
11217,2,2011-10-31,436
11217,2,2011-11-30,440
11217,2,2011-12-31,451
11217,2,2012-01-31,457
11221,,2011-03-31,1
11221,,2011-04-30,1
11221,,2011-05-31,1
11221,,2011-06-30,1
11221,,2011-07-31,1
11221,,2011-08-31,1
11221,,2011-09-30,1
11221,,2011-10-31,1
11221,,2011-11-30,2
11221,,2011-12-31,9
11221,,2012-01-31,10
11221,1,2006-01-31,12
11221,1,2006-03-31,13
11221,1,2006-04-30,14
11221,1,2006-06-30,15
11221,1,2006-07-31,15
11221,1,2006-09-30,18
11221,1,2006-10-31,17
11221,1,2006-12-31,17
11221,1,2007-01-31,20
11221,1,2007-03-31,24
11221,1,2007-04-30,25
11221,1,2007-06-30,48
11221,1,2007-07-31,67
11221,1,2007-09-30,116
11221,1,2007-10-31,145
11221,1,2007-12-31,174
11221,1,2008-01-31,207
11221,1,2008-03-31,268
11221,1,2008-04-30,309
11221,1,2008-06-30,399
11221,1,2008-07-31,443
11221,1,2008-09-30,533
11221,1,2008-10-31,569
11221,1,2008-12-31,634
11221,1,2009-01-31,672
11221,1,2009-03-31,740
11221,1,2009-04-30,785
11221,1,2009-05-31,818
11221,1,2009-06-30,853
11221,1,2009-07-31,907
11221,1,2009-08-31,934
11221,1,2009-09-30,976
11221,1,2009-10-31,1009
11221,1,2009-11-30,1033
11221,1,2009-12-31,1063
11221,1,2010-01-31,1081
11221,1,2010-02-28,1090
11221,1,2010-03-31,1126
11221,1,2010-04-30,1151
11221,1,2010-05-31,1166
11221,1,2010-06-30,1193
11221,1,2010-07-31,1223
11221,1,2010-08-31,1245
11221,1,2010-09-30,1276
11221,1,2010-10-31,1307
11221,1,2010-11-30,1333
11221,1,2010-12-31,1352
11221,1,2011-01-31,1375
11221,1,2011-02-28,1405
11221,1,2011-03-31,1432
11221,1,2011-04-30,1462
11221,1,2011-05-31,1508
11221,1,2011-06-30,1556
11221,1,2011-07-31,1596
11221,1,2011-08-31,1639
11221,1,2011-09-30,1690
11221,1,2011-10-31,1738
11221,1,2011-11-30,1775
11221,1,2011-12-31,1808
11221,1,2012-01-31,1842
11221,2,2006-01-31,10
11221,2,2006-03-31,8
11221,2,2006-04-30,10
11221,2,2006-06-30,9
11221,2,2006-07-31,11
11221,2,2006-09-30,10
11221,2,2006-10-31,11
11221,2,2006-12-31,9
11221,2,2007-01-31,11
11221,2,2007-03-31,9
11221,2,2007-04-30,13
11221,2,2007-06-30,31
11221,2,2007-07-31,42
11221,2,2007-09-30,62
11221,2,2007-10-31,77
11221,2,2007-12-31,98
11221,2,2008-01-31,113
11221,2,2008-03-31,150
11221,2,2008-04-30,163
11221,2,2008-06-30,197
11221,2,2008-07-31,226
11221,2,2008-09-30,267
11221,2,2008-10-31,281
11221,2,2008-12-31,307
11221,2,2009-01-31,332
11221,2,2009-03-31,370
11221,2,2009-04-30,385
11221,2,2009-05-31,400
11221,2,2009-06-30,422
11221,2,2009-07-31,446
11221,2,2009-08-31,468
11221,2,2009-09-30,489
11221,2,2009-10-31,514
11221,2,2009-11-30,528
11221,2,2009-12-31,551
11221,2,2010-01-31,558
11221,2,2010-02-28,565
11221,2,2010-03-31,575
11221,2,2010-04-30,588
11221,2,2010-05-31,600
11221,2,2010-06-30,619
11221,2,2010-07-31,634
11221,2,2010-08-31,657
11221,2,2010-09-30,683
11221,2,2010-10-31,710
11221,2,2010-11-30,723
11221,2,2010-12-31,730
11221,2,2011-01-31,749
11221,2,2011-02-28,765
11221,2,2011-03-31,775
11221,2,2011-04-30,796
11221,2,2011-05-31,808
11221,2,2011-06-30,836
11221,2,2011-07-31,853
11221,2,2011-08-31,875
11221,2,2011-09-30,900
11221,2,2011-10-31,920
11221,2,2011-11-30,940
11221,2,2011-12-31,960
11221,2,2012-01-31,986
