clinic,day,population,encounters
71401,2006-03-31,5,0
71401,2006-04-30,5,0
71401,2006-06-30,5,0
71401,2006-07-31,5,0
71401,2006-09-30,5,0
71401,2006-10-31,5,0
71401,2006-12-31,5,0
71401,2007-01-31,10,10
71401,2007-03-31,22,44
71401,2007-04-30,28,34
71401,2007-06-30,37,30
71401,2007-07-31,41,53
71401,2007-09-30,47,51
71401,2007-10-31,47,20
71401,2007-12-31,52,45
71401,2008-01-31,56,54
71401,2008-03-31,68,88
71401,2008-04-30,71,73
71401,2008-06-30,85,103
71401,2008-07-31,89,89
71401,2008-09-30,94,48
71401,2008-10-31,95,73
71401,2008-12-31,101,74
71401,2009-01-31,104,65
71401,2009-03-31,119,94
71401,2009-04-30,125,68
71401,2009-05-31,134,95
71401,2009-06-30,137,80
71401,2009-07-31,144,114
71401,2009-08-31,145,90
71401,2009-09-30,157,148
71401,2009-10-31,160,108
71401,2009-11-30,164,129
71401,2009-12-31,169,129
71401,2010-01-31,172,103
71401,2010-02-28,177,143
71401,2010-03-31,183,162
71401,2010-04-30,188,99
71401,2010-05-31,196,126
71401,2010-06-30,201,109
71401,2010-07-31,209,133
71401,2010-08-31,214,164
71401,2010-09-30,219,156
71401,2010-10-31,226,163
71401,2010-11-30,227,112
71401,2010-12-31,230,125
71401,2011-01-31,233,150
71401,2011-02-28,234,94
71401,2011-03-31,245,217
71401,2011-04-30,250,106
71401,2011-05-31,261,149
71401,2011-06-30,269,139
71401,2011-07-31,275,149
71401,2011-08-31,282,136
71401,2011-09-30,292,145
71401,2011-10-31,297,140
71401,2011-11-30,299,151
71401,2011-12-31,303,63
71401,2012-01-31,309,158
72101,2006-01-31,2,0
72101,2006-03-31,5,2
72101,2006-04-30,14,36
72101,2006-06-30,24,37
72101,2006-07-31,27,37
72101,2006-09-30,44,58
72101,2006-10-31,48,33
72101,2006-12-31,57,63
72101,2007-01-31,60,44
72101,2007-03-31,80,71
72101,2007-04-30,99,98
72101,2007-06-30,118,61
72101,2007-07-31,128,82
72101,2007-09-30,137,42
72101,2007-10-31,139,57
72101,2007-12-31,156,118
72101,2008-01-31,167,152
72101,2008-03-31,185,162
72101,2008-04-30,198,236
72101,2008-06-30,226,242
72101,2008-07-31,246,228
72101,2008-09-30,263,167
72101,2008-10-31,281,226
72101,2008-12-31,301,205
72101,2009-01-31,309,240
72101,2009-03-31,328,269
72101,2009-04-30,335,275
72101,2009-05-31,343,230
72101,2009-06-30,352,288
72101,2009-07-31,361,270
72101,2009-08-31,367,234
72101,2009-09-30,376,249
72101,2009-10-31,391,272
72101,2009-11-30,401,254
72101,2009-12-31,406,232
72101,2010-01-31,412,215
72101,2010-02-28,428,227
72101,2010-03-31,439,358
72101,2010-04-30,443,312
72101,2010-05-31,458,289
72101,2010-06-30,463,272
72101,2010-07-31,482,323
72101,2010-08-31,491,331
72101,2010-09-30,504,336
72101,2010-10-31,517,357
72101,2010-11-30,525,246
72101,2010-12-31,528,192
72101,2011-01-31,533,284
72101,2011-02-28,543,314
72101,2011-03-31,553,349
72101,2011-04-30,559,287
72101,2011-05-31,568,313
72101,2011-06-30,580,341
72101,2011-07-31,588,380
72101,2011-08-31,602,424
72101,2011-09-30,608,412
72101,2011-10-31,617,291
72101,2011-11-30,635,374
72101,2011-12-31,642,407
72101,2012-01-31,648,461
73101,2006-06-30,6,12
73101,2006-07-31,12,14
73101,2006-09-30,22,32
73101,2006-10-31,22,1
73101,2006-12-31,34,25
73101,2007-01-31,39,43
73101,2007-03-31,45,34
73101,2007-04-30,47,33
73101,2007-06-30,50,8
73101,2007-07-31,50,1
73101,2007-09-30,56,18
73101,2007-10-31,64,28
73101,2007-12-31,71,26
73101,2008-01-31,76,34
73101,2008-03-31,81,0
73101,2008-04-30,81,0
73101,2008-06-30,81,0
73101,2008-07-31,81,0
73101,2008-09-30,81,0
73101,2008-10-31,81,0
73101,2008-12-31,81,1
73101,2009-01-31,81,0
73101,2009-03-31,81,0
73101,2009-04-30,81,0
73101,2009-05-31,81,0
73101,2009-06-30,81,0
73101,2009-07-31,81,0
73101,2009-08-31,81,0
73101,2009-09-30,81,0
73101,2009-10-31,81,0
73101,2009-11-30,81,0
73101,2009-12-31,81,0
73101,2010-01-31,81,0
73101,2010-02-28,81,0
73101,2010-03-31,81,0
73101,2010-04-30,81,0
73101,2010-05-31,81,0
73101,2010-06-30,81,0
73101,2010-07-31,81,0
73101,2010-08-31,81,0
73101,2010-09-30,81,0
73101,2010-10-31,81,0
73101,2010-11-30,81,0
73101,2010-12-31,81,0
73101,2011-01-31,81,0
73101,2011-02-28,81,0
73101,2011-03-31,81,0
73101,2011-04-30,81,0
73101,2011-05-31,81,0
73101,2011-06-30,81,0
73101,2011-07-31,81,0
73101,2011-08-31,81,0
73101,2011-09-30,81,0
73101,2011-10-31,81,0
73101,2011-11-30,81,0
73101,2011-12-31,81,0
73101,2012-01-31,81,0
73103,2006-01-31,147,349
73103,2006-03-31,185,466
73103,2006-04-30,198,361
73103,2006-06-30,241,453
73103,2006-07-31,258,498
73103,2006-09-30,293,502
73103,2006-10-31,313,568
73103,2006-12-31,332,487
73103,2007-01-31,352,588
73103,2007-03-31,399,632
73103,2007-04-30,426,681
73103,2007-06-30,466,670
73103,2007-07-31,482,705
73103,2007-09-30,496,482
73103,2007-10-31,509,543
73103,2007-12-31,533,487
73103,2008-01-31,549,604
73103,2008-03-31,569,667
73103,2008-04-30,576,697
73103,2008-06-30,597,555
73103,2008-07-31,630,671
73103,2008-09-30,651,485
73103,2008-10-31,659,476
73103,2008-12-31,677,439
73103,2009-01-31,695,560
73103,2009-03-31,725,629
73103,2009-04-30,734,569
73103,2009-05-31,743,538
73103,2009-06-30,758,431
73103,2009-07-31,773,577
73103,2009-08-31,789,481
73103,2009-09-30,805,505
73103,2009-10-31,817,567
73103,2009-11-30,829,504
73103,2009-12-31,839,445
73103,2010-01-31,850,476
73103,2010-02-28,858,597
73103,2010-03-31,867,860
73103,2010-04-30,884,782
73103,2010-05-31,891,829
73103,2010-06-30,898,792
73103,2010-07-31,901,802
73103,2010-08-31,913,879
73103,2010-09-30,927,923
73103,2010-10-31,936,1097
73103,2010-11-30,941,1026
73103,2010-12-31,948,1018
73103,2011-01-31,953,947
73103,2011-02-28,957,900
73103,2011-03-31,965,1029
73103,2011-04-30,982,954
73103,2011-05-31,995,1099
73103,2011-06-30,1009,1017
73103,2011-07-31,1014,975
73103,2011-08-31,1020,1008
73103,2011-09-30,1020,253
73103,2011-10-31,1020,345
73103,2011-11-30,1020,397
73103,2011-12-31,1020,510
73103,2012-01-31,1020,969
73301,2006-01-31,82,3
73301,2006-03-31,85,3
73301,2006-04-30,86,3
73301,2006-06-30,98,8
73301,2006-07-31,98,0
73301,2006-09-30,100,0
73301,2006-10-31,100,0
73301,2006-12-31,113,39
73301,2007-01-31,116,7
73301,2007-03-31,128,34
73301,2007-04-30,127,9
73301,2007-06-30,130,6
73301,2007-07-31,131,6
73301,2007-09-30,133,14
73301,2007-10-31,132,7
73301,2007-12-31,138,40
73301,2008-01-31,140,27
73301,2008-03-31,148,95
73301,2008-04-30,148,51
73301,2008-06-30,158,69
73301,2008-07-31,162,77
73301,2008-09-30,189,57
73301,2008-10-31,192,71
73301,2008-12-31,201,74
73301,2009-01-31,201,85
73301,2009-03-31,207,93
73301,2009-04-30,212,136
73301,2009-05-31,214,105
73301,2009-06-30,220,114
73301,2009-07-31,225,140
73301,2009-08-31,232,158
73301,2009-09-30,233,114
73301,2009-10-31,234,124
73301,2009-11-30,236,122
73301,2009-12-31,239,132
73301,2010-01-31,240,75
73301,2010-02-28,242,124
73301,2010-03-31,249,159
73301,2010-04-30,258,157
73301,2010-05-31,262,187
73301,2010-06-30,266,144
73301,2010-07-31,267,130
73301,2010-08-31,271,119
73301,2010-09-30,273,100
73301,2010-10-31,277,103
73301,2010-11-30,278,122
73301,2010-12-31,281,112
73301,2011-01-31,288,105
73301,2011-02-28,292,123
73301,2011-03-31,296,92
73301,2011-04-30,298,150
73301,2011-05-31,301,173
73301,2011-06-30,307,185
73301,2011-07-31,308,180
73301,2011-08-31,312,239
73301,2011-09-30,316,204
73301,2011-10-31,319,180
73301,2011-11-30,321,137
73301,2011-12-31,322,192
73301,2012-01-31,328,189
81100,2006-01-31,296,407
81100,2006-03-31,384,614
81100,2006-04-30,370,634
81100,2006-06-30,472,759
81100,2006-07-31,451,750
81100,2006-09-30,530,653
81100,2006-10-31,510,788
81100,2006-12-31,590,722
81100,2007-01-31,571,800
81100,2007-03-31,696,1082
81100,2007-04-30,685,992
81100,2007-06-30,734,926
81100,2007-07-31,748,846
81100,2007-09-30,835,841
81100,2007-10-31,820,913
81100,2007-12-31,864,987
81100,2008-01-31,881,1174
81100,2008-03-31,921,1149
81100,2008-04-30,945,1092
81100,2008-06-30,990,1180
81100,2008-07-31,1014,1233
81100,2008-09-30,1097,1356
81100,2008-10-31,1088,1256
81100,2008-12-31,1145,71
81100,2009-01-31,1180,243
81100,2009-03-31,1239,1987
81100,2009-04-30,1279,1819
81100,2009-05-31,1310,1798
81100,2009-06-30,1354,1723
81100,2009-07-31,1407,1892
81100,2009-08-31,1436,1792
81100,2009-09-30,1471,2094
81100,2009-10-31,1509,1980
81100,2009-11-30,1532,2163
81100,2009-12-31,1562,2093
81100,2010-01-31,1583,1865
81100,2010-02-28,1621,2107
81100,2010-03-31,1660,2252
81100,2010-04-30,1709,2328
81100,2010-05-31,1732,2067
81100,2010-06-30,1756,2501
81100,2010-07-31,1783,2143
81100,2010-08-31,1815,2104
81100,2010-09-30,1854,2240
81100,2010-10-31,1881,2275
81100,2010-11-30,1898,1338
81100,2010-12-31,1911,2061
81100,2011-01-31,1932,2130
81100,2011-02-28,1961,2153
81100,2011-03-31,1976,2219
81100,2011-04-30,1993,2030
81100,2011-05-31,2010,1685
81100,2011-06-30,2032,1853
81100,2011-07-31,2053,2105
81100,2011-08-31,2066,2193
81100,2011-09-30,2088,1437
81100,2011-10-31,2099,1184
81100,2011-11-30,2122,1970
81100,2011-12-31,2132,1744
81100,2012-01-31,2149,1655
81101,2006-01-31,1,0
81101,2006-03-31,1,0
81101,2006-04-30,1,0
81101,2006-06-30,1,0
81101,2006-07-31,1,0
81101,2006-09-30,1,0
81101,2006-10-31,1,0
81101,2006-12-31,1,0
81101,2007-01-31,1,0
81101,2007-03-31,1,0
81101,2007-04-30,1,0
81101,2007-06-30,1,0
81101,2007-07-31,1,0
81101,2007-09-30,1,0
81101,2007-10-31,1,0
81101,2007-12-31,1,0
81101,2008-01-31,1,0
81101,2008-03-31,3,4
81101,2008-04-30,5,9
81101,2008-06-30,7,4
81101,2008-07-31,12,18
81101,2008-09-30,15,5
81101,2008-10-31,16,4
81101,2008-12-31,18,0
81101,2009-01-31,19,4
81101,2009-03-31,23,9
81101,2009-04-30,24,6
81101,2009-05-31,24,2
81101,2009-06-30,29,20
81101,2009-07-31,41,54
81101,2009-08-31,52,46
81101,2009-09-30,59,54
81101,2009-10-31,59,11
81101,2009-11-30,68,59
81101,2009-12-31,76,50
81101,2010-01-31,80,35
81101,2010-02-28,87,81
81101,2010-03-31,100,101
81101,2010-04-30,115,117
81101,2010-05-31,118,77
81101,2010-06-30,125,93
81101,2010-07-31,131,89
81101,2010-08-31,137,64
81101,2010-09-30,149,117
81101,2010-10-31,153,80
81101,2010-11-30,161,63
81101,2010-12-31,163,50
81101,2011-01-31,167,51
81101,2011-02-28,173,69
81101,2011-03-31,181,58
81101,2011-04-30,187,49
81101,2011-05-31,190,43
81101,2011-06-30,193,37
81101,2011-07-31,198,47
81101,2011-08-31,204,51
81101,2011-09-30,205,33
81101,2011-10-31,207,54
81101,2011-11-30,209,30
81101,2011-12-31,211,11
81101,2012-01-31,213,32
82201,2006-01-31,3,0
82201,2006-03-31,3,0
82201,2006-04-30,3,0
82201,2006-06-30,5,2
82201,2006-07-31,5,0
82201,2006-09-30,5,0
82201,2006-10-31,5,0
82201,2006-12-31,5,0
82201,2007-01-31,5,0
82201,2007-03-31,8,6
82201,2007-04-30,9,6
82201,2007-06-30,43,114
82201,2007-07-31,49,73
82201,2007-09-30,59,56
82201,2007-10-31,77,124
82201,2007-12-31,90,40
82201,2008-01-31,97,67
82201,2008-03-31,110,78
82201,2008-04-30,116,87
82201,2008-06-30,126,70
82201,2008-07-31,131,65
82201,2008-09-30,131,48
82201,2008-10-31,137,70
82201,2008-12-31,144,42
82201,2009-01-31,153,100
82201,2009-03-31,161,50
82201,2009-04-30,167,56
82201,2009-05-31,178,54
82201,2009-06-30,192,133
82201,2009-07-31,198,105
82201,2009-08-31,208,116
82201,2009-09-30,214,86
82201,2009-10-31,222,82
82201,2009-11-30,227,141
82201,2009-12-31,234,92
82201,2010-01-31,241,99
82201,2010-02-28,247,134
82201,2010-03-31,252,135
82201,2010-04-30,260,212
82201,2010-05-31,265,183
82201,2010-06-30,268,178
82201,2010-07-31,276,228
82201,2010-08-31,288,256
82201,2010-09-30,302,235
82201,2010-10-31,311,227
82201,2010-11-30,316,193
82201,2010-12-31,319,153
82201,2011-01-31,326,221
82201,2011-02-28,328,210
82201,2011-03-31,330,238
82201,2011-04-30,340,242
82201,2011-05-31,348,253
82201,2011-06-30,352,237
82201,2011-07-31,359,255
82201,2011-08-31,366,271
82201,2011-09-30,373,260
82201,2011-10-31,377,259
82201,2011-11-30,391,310
82201,2011-12-31,399,260
82201,2012-01-31,404,290
83401,2006-01-31,1,0
83401,2006-03-31,1,0
83401,2006-04-30,1,0
83401,2006-06-30,1,0
83401,2006-07-31,1,0
83401,2006-09-30,1,0
83401,2006-10-31,1,0
83401,2006-12-31,1,0
83401,2007-01-31,1,0
83401,2007-03-31,1,0
83401,2007-04-30,1,0
83401,2007-06-30,1,0
83401,2007-07-31,1,0
83401,2007-09-30,1,0
83401,2007-10-31,1,0
83401,2007-12-31,10,30
83401,2008-01-31,22,26
83401,2008-03-31,34,59
83401,2008-04-30,40,52
83401,2008-06-30,44,31
83401,2008-07-31,50,42
83401,2008-09-30,63,28
83401,2008-10-31,73,77
83401,2008-12-31,83,108
83401,2009-01-31,95,128
83401,2009-03-31,114,143
83401,2009-04-30,117,92
83401,2009-05-31,122,80
83401,2009-06-30,126,103
83401,2009-07-31,134,107
83401,2009-08-31,138,136
83401,2009-09-30,148,145
83401,2009-10-31,152,78
83401,2009-11-30,163,103
83401,2009-12-31,168,82
83401,2010-01-31,172,94
83401,2010-02-28,177,80
83401,2010-03-31,185,70
83401,2010-04-30,190,56
83401,2010-05-31,192,85
83401,2010-06-30,201,105
83401,2010-07-31,211,129
83401,2010-08-31,217,99
83401,2010-09-30,221,106
83401,2010-10-31,223,118
83401,2010-11-30,229,75
83401,2010-12-31,232,70
83401,2011-01-31,235,102
83401,2011-02-28,240,135
83401,2011-03-31,247,126
83401,2011-04-30,255,129
83401,2011-05-31,259,130
83401,2011-06-30,259,106
83401,2011-07-31,264,108
83401,2011-08-31,267,111
83401,2011-09-30,273,180
83401,2011-10-31,275,136
83401,2011-11-30,279,127
83401,2011-12-31,285,185
83401,2012-01-31,285,93
84100,2006-01-31,4,0
84100,2006-03-31,18,32
84100,2006-04-30,21,26
84100,2006-06-30,42,27
84100,2006-07-31,52,86
84100,2006-09-30,87,95
84100,2006-10-31,89,61
84100,2006-12-31,106,47
84100,2007-01-31,122,130
84100,2007-03-31,149,86
84100,2007-04-30,152,72
84100,2007-06-30,177,101
84100,2007-07-31,190,100
84100,2007-09-30,228,119
84100,2007-10-31,241,151
84100,2007-12-31,269,127
84100,2008-01-31,288,183
84100,2008-03-31,332,224
84100,2008-04-30,350,283
84100,2008-06-30,375,312
84100,2008-07-31,388,278
84100,2008-09-30,412,299
84100,2008-10-31,434,439
84100,2008-12-31,470,462
84100,2009-01-31,483,423
84100,2009-03-31,520,555
84100,2009-04-30,541,537
84100,2009-05-31,557,438
84100,2009-06-30,556,451
84100,2009-07-31,578,486
84100,2009-08-31,599,506
84100,2009-09-30,638,608
84100,2009-10-31,652,482
84100,2009-11-30,676,544
84100,2009-12-31,691,502
84100,2010-01-31,702,318
84100,2010-02-28,722,402
84100,2010-03-31,737,558
84100,2010-04-30,756,521
84100,2010-05-31,769,527
84100,2010-06-30,786,586
84100,2010-07-31,797,549
84100,2010-08-31,810,707
84100,2010-09-30,816,643
84100,2010-10-31,823,672
84100,2010-11-30,830,512
84100,2010-12-31,839,615
84100,2011-01-31,846,595
84100,2011-02-28,861,527
84100,2011-03-31,871,644
84100,2011-04-30,891,686
84100,2011-05-31,903,704
84100,2011-06-30,913,756
84100,2011-07-31,925,804
84100,2011-08-31,938,745
84100,2011-09-30,956,816
84100,2011-10-31,966,727
84100,2011-11-30,978,768
84100,2011-12-31,998,726
84100,2012-01-31,1023,914
84111,2006-01-31,696,633
84111,2006-03-31,766,790
84111,2006-04-30,809,699
84111,2006-06-30,900,996
84111,2006-07-31,950,1007
84111,2006-09-30,1029,1066
84111,2006-10-31,1075,1328
84111,2006-12-31,1144,1476
84111,2007-01-31,1193,1664
84111,2007-03-31,1240,1308
84111,2007-04-30,1272,1253
84111,2007-06-30,1341,1451
84111,2007-07-31,1388,1529
84111,2007-09-30,1438,1435
84111,2007-10-31,1480,1315
84111,2007-12-31,1533,1211
84111,2008-01-31,1564,1473
84111,2008-03-31,1622,1443
84111,2008-04-30,1654,1376
84111,2008-06-30,1727,993
84111,2008-07-31,1761,1084
84111,2008-09-30,1844,1178
84111,2008-10-31,1876,1130
84111,2008-12-31,1928,1347
84111,2009-01-31,1953,1314
84111,2009-03-31,1988,1572
84111,2009-04-30,2031,1624
84111,2009-05-31,2062,1669
84111,2009-06-30,2099,1633
84111,2009-07-31,2142,1602
84111,2009-08-31,2182,2090
84111,2009-09-30,2206,1506
84111,2009-10-31,2225,1973
84111,2009-11-30,2261,1580
84111,2009-12-31,2284,1956
84111,2010-01-31,2311,1348
84111,2010-02-28,2335,1637
84111,2010-03-31,2362,2013
84111,2010-04-30,2389,1813
84111,2010-05-31,2422,1739
84111,2010-06-30,2442,1931
84111,2010-07-31,2466,1730
84111,2010-08-31,2491,1776
84111,2010-09-30,2526,1605
84111,2010-10-31,2557,1768
84111,2010-11-30,2582,1398
84111,2010-12-31,2602,1256
84111,2011-01-31,2633,1542
84111,2011-02-28,2667,1648
84111,2011-03-31,2692,1807
84111,2011-04-30,2713,1760
84111,2011-05-31,2759,1770
84111,2011-06-30,2783,1906
84111,2011-07-31,2810,1968
84111,2011-08-31,2837,2091
84111,2011-09-30,2868,2282
84111,2011-10-31,2893,2192
84111,2011-11-30,2921,2193
84111,2011-12-31,2953,2325
84111,2012-01-31,2990,2208
91100,2006-01-31,206,4
91100,2006-03-31,208,1
91100,2006-04-30,207,1
91100,2006-06-30,251,263
91100,2006-07-31,280,183
91100,2006-09-30,316,115
91100,2006-10-31,329,105
91100,2006-12-31,360,115
91100,2007-01-31,378,137
91100,2007-03-31,446,180
91100,2007-04-30,474,199
91100,2007-06-30,533,248
91100,2007-07-31,579,334
91100,2007-09-30,646,269
91100,2007-10-31,690,467
91100,2007-12-31,764,588
91100,2008-01-31,812,682
91100,2008-03-31,904,847
91100,2008-04-30,938,965
91100,2008-06-30,1012,886
91100,2008-07-31,1053,855
91100,2008-09-30,1098,804
91100,2008-10-31,1114,788
91100,2008-12-31,1190,984
91100,2009-01-31,1223,950
91100,2009-03-31,1298,1129
91100,2009-04-30,1328,903
91100,2009-05-31,1348,588
91100,2009-06-30,1406,966
91100,2009-07-31,1454,902
91100,2009-08-31,1496,786
91100,2009-09-30,1548,1028
91100,2009-10-31,1584,748
91100,2009-11-30,1626,685
91100,2009-12-31,1647,481
91100,2010-01-31,1676,387
91100,2010-02-28,1693,524
91100,2010-03-31,1738,628
91100,2010-04-30,1777,1180
91100,2010-05-31,1805,831
91100,2010-06-30,1839,705
91100,2010-07-31,1872,840
91100,2010-08-31,1909,1094
91100,2010-09-30,1921,783
91100,2010-10-31,1941,1056
91100,2010-11-30,1959,1034
91100,2010-12-31,1974,932
91100,2011-01-31,2007,1015
91100,2011-02-28,2035,989
91100,2011-03-31,2066,1247
91100,2011-04-30,2093,724
91100,2011-05-31,2126,1277
91100,2011-06-30,2160,1356
91100,2011-07-31,2190,1113
91100,2011-08-31,2226,1106
91100,2011-09-30,2263,1301
91100,2011-10-31,2315,1190
91100,2011-11-30,2357,1125
91100,2011-12-31,2396,1174
91100,2012-01-31,2429,1158
91114,2006-01-31,575,250
91114,2006-03-31,665,545
91114,2006-04-30,702,516
91114,2006-06-30,805,564
91114,2006-07-31,838,743
91114,2006-09-30,926,670
91114,2006-10-31,959,738
91114,2006-12-31,1043,922
91114,2007-01-31,1103,1003
91114,2007-03-31,1180,771
91114,2007-04-30,1226,759
91114,2007-06-30,1309,812
91114,2007-07-31,1354,825
91114,2007-09-30,1423,860
91114,2007-10-31,1455,1105
91114,2007-12-31,1516,1265
91114,2008-01-31,1550,919
91114,2008-03-31,1598,1304
91114,2008-04-30,1626,1348
91114,2008-06-30,1674,1568
91114,2008-07-31,1710,1506
91114,2008-09-30,1781,1211
91114,2008-10-31,1824,1614
91114,2008-12-31,1881,1875
91114,2009-01-31,1926,2086
91114,2009-03-31,1997,2020
91114,2009-04-30,2025,1787
91114,2009-05-31,2061,1867
91114,2009-06-30,2097,2237
91114,2009-07-31,2127,1976
91114,2009-08-31,2151,1534
91114,2009-09-30,2183,2067
91114,2009-10-31,2215,2000
91114,2009-11-30,2240,1725
91114,2009-12-31,2267,1879
91114,2010-01-31,2293,1065
91114,2010-02-28,2309,521
91114,2010-03-31,2335,557
91114,2010-04-30,2362,1401
91114,2010-05-31,2386,1713
91114,2010-06-30,2416,1005
91114,2010-07-31,2452,1929
91114,2010-08-31,2479,2097
91114,2010-09-30,2506,2397
91114,2010-10-31,2540,2075
91114,2010-11-30,2555,1616
91114,2010-12-31,2567,1803
91114,2011-01-31,2588,1933
91114,2011-02-28,2605,1743
91114,2011-03-31,2639,2466
91114,2011-04-30,2659,2836
91114,2011-05-31,2700,2607
91114,2011-06-30,2725,2822
91114,2011-07-31,2743,2059
91114,2011-08-31,2769,2290
91114,2011-09-30,2797,2614
91114,2011-10-31,2816,2704
91114,2011-11-30,2833,2426
91114,2011-12-31,2853,2727
91114,2012-01-31,2880,2602
93301,2006-01-31,33,2
93301,2006-03-31,36,7
93301,2006-04-30,37,2
93301,2006-06-30,46,14
93301,2006-07-31,46,14
93301,2006-09-30,50,13
93301,2006-10-31,53,12
93301,2006-12-31,55,13
93301,2007-01-31,57,7
93301,2007-03-31,71,65
93301,2007-04-30,108,192
93301,2007-06-30,166,183
93301,2007-07-31,185,171
93301,2007-09-30,214,245
93301,2007-10-31,269,424
93301,2007-12-31,330,510
93301,2008-01-31,352,510
93301,2008-03-31,371,428
93301,2008-04-30,385,581
93301,2008-06-30,407,542
93301,2008-07-31,424,572
93301,2008-09-30,437,468
93301,2008-10-31,470,716
93301,2008-12-31,495,661
93301,2009-01-31,504,788
93301,2009-03-31,543,794
93301,2009-04-30,561,883
93301,2009-05-31,557,825
93301,2009-06-30,567,807
93301,2009-07-31,579,921
93301,2009-08-31,595,849
93301,2009-09-30,605,901
93301,2009-10-31,621,944
93301,2009-11-30,650,848
93301,2009-12-31,691,820
93301,2010-01-31,707,782
93301,2010-02-28,713,742
93301,2010-03-31,726,925
93301,2010-04-30,744,905
93301,2010-05-31,751,808
93301,2010-06-30,759,862
93301,2010-07-31,765,928
93301,2010-08-31,784,857
93301,2010-09-30,795,850
93301,2010-10-31,812,768
93301,2010-11-30,817,608
93301,2010-12-31,819,564
93301,2011-01-31,832,664
93301,2011-02-28,845,707
93301,2011-03-31,865,845
93301,2011-04-30,872,752
93301,2011-05-31,880,789
93301,2011-06-30,889,1080
93301,2011-07-31,903,1126
93301,2011-08-31,910,869
93301,2011-09-30,915,729
93301,2011-10-31,922,752
93301,2011-11-30,925,736
93301,2011-12-31,929,472
93301,2012-01-31,933,641
93401,2006-03-31,20,22
93401,2006-04-30,35,17
93401,2006-06-30,59,17
93401,2006-07-31,80,29
93401,2006-09-30,115,30
93401,2006-10-31,119,3
93401,2006-12-31,131,5
93401,2007-01-31,138,10
93401,2007-03-31,137,0
93401,2007-04-30,141,15
93401,2007-06-30,144,6
93401,2007-07-31,144,8
93401,2007-09-30,145,9
93401,2007-10-31,145,3
93401,2007-12-31,147,6
93401,2008-01-31,148,9
93401,2008-03-31,150,9
93401,2008-04-30,151,10
93401,2008-06-30,151,6
93401,2008-07-31,154,14
93401,2008-09-30,155,8
93401,2008-10-31,154,9
93401,2008-12-31,157,16
93401,2009-01-31,158,10
93401,2009-03-31,160,13
93401,2009-04-30,160,6
93401,2009-05-31,160,14
93401,2009-06-30,160,16
93401,2009-07-31,161,13
93401,2009-08-31,164,22
93401,2009-09-30,166,23
93401,2009-10-31,167,12
93401,2009-11-30,171,23
93401,2009-12-31,171,2
93401,2010-01-31,172,5
93401,2010-02-28,172,0
93401,2010-03-31,173,8
93401,2010-04-30,173,4
93401,2010-05-31,173,2
93401,2010-06-30,173,2
93401,2010-07-31,173,2
93401,2010-08-31,174,8
93401,2010-09-30,175,8
93401,2010-10-31,176,9
93401,2010-11-30,177,10
93401,2010-12-31,177,6
93401,2011-01-31,178,8
93401,2011-02-28,178,10
93401,2011-03-31,179,9
93401,2011-04-30,179,4
93401,2011-05-31,179,0
93401,2011-06-30,179,2
93401,2011-07-31,179,0
93401,2011-08-31,179,2
93401,2011-09-30,179,6
93401,2011-10-31,179,1
93401,2011-11-30,179,0
93401,2011-12-31,179,0
93401,2012-01-31,179,0
95698,2009-01-31,8,17
95698,2009-03-31,9,1
95698,2009-04-30,9,0
95698,2009-05-31,9,2
95698,2009-06-30,9,0
95698,2009-07-31,9,0
95698,2009-08-31,9,0
95698,2009-09-30,9,0
95698,2009-10-31,9,0
95698,2009-11-30,14,14
95698,2009-12-31,15,3
95698,2010-01-31,16,1
95698,2010-02-28,16,1
95698,2010-03-31,16,0
95698,2010-04-30,16,0
95698,2010-05-31,16,0
95698,2010-06-30,16,15
95698,2010-07-31,16,2
95698,2010-08-31,16,4
95698,2010-09-30,16,4
95698,2010-10-31,16,0
95698,2010-11-30,16,0
95698,2010-12-31,16,0
95698,2011-01-31,16,0
95698,2011-02-28,16,0
95698,2011-03-31,16,0
95698,2011-04-30,16,0
95698,2011-05-31,16,0
95698,2011-06-30,16,0
95698,2011-07-31,16,0
95698,2011-08-31,16,0
95698,2011-09-30,16,0
95698,2011-10-31,16,0
95698,2011-11-30,16,1
95698,2011-12-31,16,0
95698,2012-01-31,18,16
