clinic,day,population,encounters
11423,2010-07-31,108,81
11423,2010-08-31,112,63
11423,2010-09-30,120,82
11423,2010-10-31,126,71
11423,2010-11-30,127,44
11423,2010-12-31,132,71
11423,2011-01-31,137,94
11423,2011-02-28,142,87
11423,2011-03-31,149,97
11423,2011-04-30,154,81
11423,2011-05-31,164,99
11423,2011-06-30,167,76
11423,2011-07-31,168,57
11423,2011-08-31,169,46
11423,2011-09-30,170,32
11423,2011-10-31,170,60
11423,2011-11-30,177,99
11423,2011-12-31,179,70
11423,2012-01-31,187,93
11503,2006-01-31,16,0
11503,2006-03-31,16,0
11503,2006-04-30,16,0
11503,2006-06-30,16,0
11503,2006-07-31,16,0
11503,2006-09-30,17,1
11503,2006-10-31,17,0
11503,2006-12-31,20,8
11503,2007-01-31,27,13
11503,2007-03-31,72,49
11503,2007-04-30,90,75
11503,2007-06-30,117,143
11503,2007-07-31,131,171
11503,2007-09-30,155,243
11503,2007-10-31,162,228
11503,2007-12-31,172,111
11503,2008-01-31,180,185
11503,2008-03-31,193,194
11503,2008-04-30,198,217
11503,2008-06-30,215,194
11503,2008-07-31,221,224
11503,2008-09-30,250,304
11503,2008-10-31,265,397
11503,2008-12-31,284,234
11503,2009-01-31,304,365
11503,2009-03-31,324,339
11503,2009-04-30,344,342
11503,2009-05-31,352,412
11503,2009-06-30,368,424
11503,2009-07-31,392,461
11503,2009-08-31,405,387
11503,2009-09-30,412,461
11503,2009-10-31,432,626
11503,2009-11-30,439,488
11503,2009-12-31,444,429
11503,2010-01-31,450,221
11503,2010-02-28,454,324
11503,2010-03-31,465,569
11503,2010-04-30,477,576
11503,2010-05-31,485,480
11503,2010-06-30,497,603
11503,2010-07-31,514,611
11503,2010-08-31,519,496
11503,2010-09-30,532,477
11503,2010-10-31,549,436
11503,2010-11-30,558,421
11503,2010-12-31,561,411
11503,2011-01-31,578,439
11503,2011-02-28,586,494
11503,2011-03-31,597,572
11503,2011-04-30,605,487
11503,2011-05-31,621,603
11503,2011-06-30,629,584
11503,2011-07-31,643,600
11503,2011-08-31,651,620
11503,2011-09-30,661,571
11503,2011-10-31,670,690
11503,2011-11-30,681,643
11503,2011-12-31,687,681
11503,2012-01-31,699,659
12107,2006-03-31,4,0
12107,2006-06-30,4,0
12107,2006-09-30,4,0
12107,2006-12-31,5,0
12107,2007-03-31,5,1
12107,2007-09-30,6,2
12107,2008-09-30,11,41
12107,2009-05-31,13,57
12107,2009-06-30,29,78
12107,2009-07-31,44,121
12107,2009-08-31,52,144
12107,2009-09-30,68,192
12107,2009-10-31,74,219
12107,2009-11-30,97,176
12107,2009-12-31,119,173
12107,2010-01-31,133,82
12107,2010-02-28,142,64
12107,2010-03-31,159,316
12107,2010-04-30,191,377
12107,2010-05-31,212,489
12107,2010-06-30,236,513
12107,2010-07-31,258,463
12107,2010-08-31,271,518
12107,2010-09-30,286,450
12107,2010-10-31,310,531
12107,2010-11-30,317,343
12107,2010-12-31,324,337
12107,2011-01-31,339,425
12107,2011-02-28,348,395
12107,2011-03-31,361,431
12107,2011-04-30,373,476
12107,2011-05-31,393,457
12107,2011-06-30,406,270
12107,2011-07-31,412,246
12107,2011-08-31,421,343
12107,2011-09-30,424,320
12107,2011-10-31,439,534
12107,2011-11-30,445,575
12107,2011-12-31,446,539
12107,2012-01-31,446,410
12108,2006-01-31,5,2
12108,2006-03-31,7,2
12108,2006-04-30,7,0
12108,2006-06-30,10,8
12108,2006-07-31,11,5
12108,2006-09-30,11,5
12108,2006-10-31,12,3
12108,2006-12-31,19,21
12108,2007-01-31,21,5
12108,2007-03-31,22,9
12108,2007-04-30,24,9
12108,2007-06-30,26,27
12108,2007-07-31,26,40
12108,2007-09-30,26,4
12108,2007-10-31,26,4
12108,2007-12-31,26,2
12108,2008-01-31,26,0
12108,2008-03-31,26,0
12108,2008-04-30,26,0
12108,2008-06-30,26,0
12108,2008-07-31,26,0
12108,2008-09-30,26,0
12108,2008-10-31,26,0
12108,2008-12-31,26,0
12108,2009-01-31,26,0
12108,2009-03-31,26,0
12108,2009-04-30,26,0
12108,2009-05-31,26,0
12108,2009-06-30,26,0
12108,2009-07-31,26,0
12108,2009-08-31,26,0
12108,2009-09-30,26,0
12108,2009-10-31,26,0
12108,2009-11-30,26,0
12108,2009-12-31,26,0
12108,2010-01-31,26,0
12108,2010-02-28,26,0
12108,2010-03-31,26,0
12108,2010-04-30,26,0
12108,2010-05-31,26,0
12108,2010-06-30,26,0
12108,2010-07-31,26,0
12108,2010-08-31,26,0
12108,2010-09-30,26,0
12108,2010-10-31,26,0
12108,2010-11-30,26,0
12108,2010-12-31,26,0
12108,2011-01-31,26,0
12108,2011-02-28,26,0
12108,2011-03-31,26,0
12108,2011-04-30,26,0
12108,2011-05-31,26,0
12108,2011-06-30,26,0
12108,2011-07-31,26,0
12108,2011-08-31,26,0
12108,2011-09-30,26,0
12108,2011-10-31,26,0
12108,2011-11-30,26,0
12108,2011-12-31,26,0
12108,2012-01-31,26,0
12201,2006-03-31,9,6
12201,2006-06-30,27,32
12201,2006-09-30,54,2
12201,2006-12-31,77,48
12201,2007-03-31,113,41
12201,2007-09-30,154,34
12201,2008-09-30,255,119
12201,2009-06-30,400,259
12201,2009-07-31,418,318
12201,2009-08-31,429,256
12201,2009-09-30,450,236
12201,2009-10-31,461,404
12201,2009-11-30,473,400
12201,2009-12-31,487,391
12201,2010-01-31,487,97
12201,2010-02-28,490,12
12201,2010-03-31,493,14
12201,2010-04-30,497,33
12201,2010-05-31,498,10
12201,2010-06-30,499,10
12201,2010-07-31,499,6
12201,2010-08-31,503,21
12201,2010-09-30,506,19
12201,2010-10-31,506,18
12201,2010-11-30,507,13
12201,2010-12-31,507,16
12201,2011-01-31,508,34
12201,2011-02-28,509,17
12201,2011-03-31,516,28
12201,2011-04-30,530,68
12201,2011-05-31,538,44
12201,2011-06-30,549,54
12201,2011-07-31,562,57
12201,2011-08-31,574,68
12201,2011-09-30,584,137
12201,2011-10-31,593,351
12201,2011-11-30,606,515
12201,2011-12-31,607,74
12201,2012-01-31,607,2
13103,2006-03-31,1,0
13103,2006-06-30,1,0
13103,2006-09-30,1,0
13103,2006-12-31,1,0
13103,2007-03-31,1,0
13103,2007-09-30,1,0
13103,2008-09-30,1,0
13103,2008-12-31,20,61
13103,2009-01-31,30,52
13103,2009-03-31,30,10
13103,2009-04-30,30,9
13103,2009-05-31,31,11
13103,2009-06-30,31,13
13103,2009-07-31,31,3
13103,2009-08-31,31,10
13103,2009-09-30,31,8
13103,2009-10-31,40,6
13103,2009-11-30,46,9
13103,2009-12-31,48,3
13103,2010-01-31,48,1
13103,2010-02-28,49,4
13103,2010-03-31,50,1
13103,2010-04-30,52,6
13103,2010-05-31,55,11
13103,2010-06-30,58,12
13103,2010-07-31,60,13
13103,2010-08-31,60,6
13103,2010-09-30,67,28
13103,2010-10-31,75,29
13103,2010-11-30,82,25
13103,2010-12-31,85,15
13103,2011-01-31,92,20
13103,2011-02-28,100,48
13103,2011-03-31,111,39
13103,2011-04-30,118,29
13103,2011-05-31,126,30
13103,2011-06-30,137,46
13103,2011-07-31,142,51
13103,2011-08-31,148,36
13103,2011-09-30,157,50
13103,2011-10-31,172,96
13103,2011-11-30,206,277
13103,2011-12-31,236,241
13103,2012-01-31,256,290
13109,2009-10-31,1,0
13109,2009-11-30,4,0
13109,2009-12-31,4,0
13109,2010-01-31,4,0
13109,2010-02-28,4,0
13109,2010-03-31,4,0
13109,2010-04-30,4,0
13109,2010-05-31,4,0
13109,2010-06-30,4,0
13109,2010-07-31,4,0
13109,2010-08-31,4,0
13109,2010-09-30,4,0
13109,2010-10-31,4,0
13109,2010-11-30,4,0
13109,2010-12-31,4,0
13109,2011-01-31,6,2
13109,2011-02-28,11,11
13109,2011-03-31,69,280
13109,2011-04-30,85,161
13109,2011-05-31,113,227
13109,2011-06-30,134,144
13109,2011-07-31,159,192
13109,2011-08-31,175,144
13109,2011-09-30,193,146
13109,2011-10-31,209,249
13109,2011-11-30,212,346
13109,2011-12-31,214,179
13109,2012-01-31,214,0
13114,2009-06-30,3,10
13114,2009-07-31,5,13
13114,2009-08-31,7,17
13114,2009-09-30,12,48
13114,2009-10-31,14,48
13114,2009-11-30,15,56
13114,2009-12-31,16,45
13114,2010-01-31,16,20
13114,2010-02-28,16,9
13114,2010-03-31,17,41
13114,2010-04-30,17,36
13114,2010-05-31,18,36
13114,2010-06-30,20,29
13114,2010-07-31,21,34
13114,2010-08-31,23,34
13114,2010-09-30,24,43
13114,2010-10-31,24,27
13114,2010-11-30,24,28
13114,2010-12-31,24,32
13114,2011-01-31,24,49
13114,2011-02-28,24,24
13114,2011-03-31,24,36
13114,2011-04-30,24,27
13114,2011-05-31,24,37
13114,2011-06-30,24,26
13114,2011-07-31,24,22
13114,2011-08-31,25,39
13114,2011-09-30,25,20
13114,2011-10-31,25,34
13114,2011-11-30,25,37
13114,2011-12-31,26,30
13114,2012-01-31,28,45
14103,2006-04-30,1,1
14103,2006-06-30,1,0
14103,2006-07-31,1,0
14103,2006-09-30,1,0
14103,2006-10-31,1,0
14103,2006-12-31,1,0
14103,2007-01-31,1,0
14103,2007-03-31,1,0
14103,2007-04-30,2,1
14103,2007-06-30,3,0
14103,2007-07-31,3,0
14103,2007-09-30,15,3
14103,2007-10-31,16,2
14103,2007-12-31,16,0
14103,2008-01-31,16,0
14103,2008-03-31,22,4
14103,2008-04-30,29,21
14103,2008-06-30,42,38
14103,2008-07-31,48,24
14103,2008-09-30,72,35
14103,2008-10-31,84,22
14103,2008-12-31,93,14
14103,2009-01-31,98,12
14103,2009-03-31,113,17
14103,2009-04-30,135,31
14103,2009-05-31,138,13
14103,2009-06-30,138,6
14103,2009-07-31,139,17
14103,2009-08-31,149,17
14103,2009-09-30,157,51
14103,2009-10-31,158,16
14103,2009-11-30,164,24
14103,2009-12-31,167,21
14103,2010-01-31,168,11
14103,2010-02-28,169,11
14103,2010-03-31,169,12
14103,2010-04-30,170,23
14103,2010-05-31,170,21
14103,2010-06-30,170,14
14103,2010-07-31,170,17
14103,2010-08-31,171,13
14103,2010-09-30,171,9
14103,2010-10-31,171,6
14103,2010-11-30,171,9
14103,2010-12-31,171,4
14103,2011-01-31,171,10
14103,2011-02-28,171,5
14103,2011-03-31,181,45
14103,2011-04-30,186,21
14103,2011-05-31,189,15
14103,2011-06-30,199,44
14103,2011-07-31,211,63
14103,2011-08-31,213,32
14103,2011-09-30,219,40
14103,2011-10-31,222,19
14103,2011-11-30,224,25
14103,2011-12-31,224,44
14103,2012-01-31,232,79
14106,2008-06-30,1,4
14106,2008-07-31,1,1
14106,2008-09-30,1,0
14106,2008-10-31,1,0
14106,2008-12-31,2,2
14106,2009-01-31,2,1
14106,2009-03-31,2,1
14106,2009-04-30,2,1
14106,2009-05-31,2,2
14106,2009-06-30,3,6
14106,2009-07-31,3,4
14106,2009-08-31,3,1
14106,2009-09-30,3,2
14106,2009-10-31,3,2
14106,2009-11-30,4,6
14106,2009-12-31,4,2
14106,2010-01-31,5,0
14106,2010-02-28,5,2
14106,2010-03-31,8,14
14106,2010-04-30,10,10
14106,2010-05-31,10,0
14106,2010-06-30,11,4
14106,2010-07-31,11,0
14106,2010-08-31,11,0
14106,2010-09-30,11,0
14106,2010-10-31,11,2
14106,2010-11-30,11,2
14106,2010-12-31,11,2
14106,2011-01-31,11,0
14106,2011-02-28,11,0
14106,2011-03-31,11,0
14106,2011-04-30,11,1
14106,2011-05-31,11,0
14106,2011-06-30,11,0
14106,2011-07-31,11,0
14106,2011-08-31,11,0
14106,2011-09-30,13,4
14106,2011-10-31,13,0
14106,2011-11-30,13,1
14106,2011-12-31,13,1
14106,2012-01-31,13,2
15103,2007-03-31,12,31
15103,2007-04-30,16,30
15103,2007-06-30,37,50
15103,2007-07-31,52,99
15103,2007-09-30,73,121
15103,2007-10-31,78,158
15103,2007-12-31,101,163
15103,2008-01-31,111,169
15103,2008-03-31,136,181
15103,2008-04-30,145,221
15103,2008-06-30,161,252
15103,2008-07-31,168,286
15103,2008-09-30,188,321
15103,2008-10-31,198,423
15103,2008-12-31,220,395
15103,2009-01-31,234,407
15103,2009-03-31,253,419
15103,2009-04-30,264,452
15103,2009-05-31,267,375
15103,2009-06-30,273,447
15103,2009-07-31,298,541
15103,2009-08-31,305,629
15103,2009-09-30,315,658
15103,2009-10-31,321,716
15103,2009-11-30,329,626
15103,2009-12-31,341,646
15103,2010-01-31,342,523
15103,2010-02-28,348,529
15103,2010-03-31,357,534
15103,2010-04-30,368,635
15103,2010-05-31,372,602
15103,2010-06-30,381,560
15103,2010-07-31,386,573
15103,2010-08-31,390,589
15103,2010-09-30,395,580
15103,2010-10-31,401,529
15103,2010-11-30,407,623
15103,2010-12-31,411,613
15103,2011-01-31,420,653
15103,2011-02-28,428,649
15103,2011-03-31,441,765
15103,2011-04-30,455,719
15103,2011-05-31,461,712
15103,2011-06-30,466,688
15103,2011-07-31,478,778
15103,2011-08-31,485,778
15103,2011-09-30,490,519
15103,2011-10-31,496,712
15103,2011-11-30,502,521
15103,2011-12-31,509,665
15103,2012-01-31,518,518
21100,2006-01-31,291,285
21100,2006-03-31,325,249
21100,2006-04-30,345,318
21100,2006-06-30,398,467
21100,2006-07-31,417,349
21100,2006-09-30,458,336
21100,2006-10-31,483,497
21100,2006-12-31,534,425
21100,2007-01-31,572,604
21100,2007-03-31,656,883
21100,2007-04-30,706,780
21100,2007-06-30,774,725
21100,2007-07-31,812,835
21100,2007-09-30,891,720
21100,2007-10-31,913,813
21100,2007-12-31,963,756
21100,2008-01-31,984,887
21100,2008-03-31,1031,781
21100,2008-04-30,1055,816
21100,2008-06-30,1106,911
21100,2008-07-31,1140,1010
21100,2008-09-30,1178,911
21100,2008-10-31,1216,931
21100,2008-12-31,1276,1392
21100,2009-01-31,1311,1336
21100,2009-03-31,1384,1665
21100,2009-04-30,1408,1584
21100,2009-05-31,1448,1508
21100,2009-06-30,1500,1759
21100,2009-07-31,1536,2005
21100,2009-08-31,1566,1745
21100,2009-09-30,1593,1819
21100,2009-10-31,1628,1971
21100,2009-11-30,1651,1636
21100,2009-12-31,1680,1607
21100,2010-01-31,1696,1168
21100,2010-02-28,1705,1220
21100,2010-03-31,1745,1800
21100,2010-04-30,1768,1845
21100,2010-05-31,1795,1725
21100,2010-06-30,1813,1747
21100,2010-07-31,1838,1980
21100,2010-08-31,1871,2188
21100,2010-09-30,1893,2042
21100,2010-10-31,1918,2148
21100,2010-11-30,1942,1991
21100,2010-12-31,1971,1992
21100,2011-01-31,1997,2985
21100,2011-02-28,2032,2498
21100,2011-03-31,2058,2386
21100,2011-04-30,2080,2245
21100,2011-05-31,2107,2484
21100,2011-06-30,2135,2442
21100,2011-07-31,2167,2609
21100,2011-08-31,2188,2662
21100,2011-09-30,2219,2660
21100,2011-10-31,2236,1945
21100,2011-11-30,2265,2864
21100,2011-12-31,2281,2569
21100,2012-01-31,2311,2926
21201,2006-01-31,2,0
21201,2006-03-31,2,0
21201,2006-04-30,2,0
21201,2006-06-30,2,0
21201,2006-07-31,2,0
21201,2006-09-30,2,0
21201,2006-10-31,2,0
21201,2006-12-31,2,0
21201,2007-01-31,2,0
21201,2007-03-31,2,0
21201,2007-04-30,2,0
21201,2007-06-30,2,0
21201,2007-07-31,2,1
21201,2007-09-30,2,0
21201,2007-10-31,2,0
21201,2007-12-31,3,3
21201,2008-01-31,8,27
21201,2008-03-31,15,37
21201,2008-04-30,16,14
21201,2008-06-30,19,12
21201,2008-07-31,22,23
21201,2008-09-30,26,16
21201,2008-10-31,29,20
21201,2008-12-31,36,23
21201,2009-01-31,39,33
21201,2009-03-31,42,32
21201,2009-04-30,42,15
21201,2009-05-31,48,53
21201,2009-06-30,49,28
21201,2009-07-31,52,35
21201,2009-08-31,56,37
21201,2009-09-30,60,39
21201,2009-10-31,67,57
21201,2009-11-30,67,30
21201,2009-12-31,70,41
21201,2010-01-31,72,28
21201,2010-02-28,73,16
21201,2010-03-31,75,26
21201,2010-04-30,76,16
21201,2010-05-31,80,27
21201,2010-06-30,86,37
21201,2010-07-31,88,19
21201,2010-08-31,94,41
21201,2010-09-30,97,38
21201,2010-10-31,104,59
21201,2010-11-30,111,48
21201,2010-12-31,114,51
21201,2011-01-31,122,131
21201,2011-02-28,125,78
21201,2011-03-31,128,93
21201,2011-04-30,134,91
21201,2011-05-31,137,89
21201,2011-06-30,140,84
21201,2011-07-31,148,101
21201,2011-08-31,151,121
21201,2011-09-30,154,189
21201,2011-10-31,154,442
21201,2011-11-30,161,528
21201,2011-12-31,163,481
21201,2012-01-31,166,729
21401,2007-10-31,2,23
21401,2007-12-31,7,13
21401,2008-01-31,10,17
21401,2008-03-31,18,31
21401,2008-04-30,23,39
21401,2008-06-30,33,85
21401,2008-07-31,35,75
21401,2008-09-30,37,52
21401,2008-10-31,43,83
21401,2008-12-31,52,57
21401,2009-01-31,57,79
21401,2009-03-31,62,49
21401,2009-04-30,68,87
21401,2009-05-31,71,77
21401,2009-06-30,73,64
21401,2009-07-31,74,53
21401,2009-08-31,76,59
21401,2009-09-30,79,65
21401,2009-10-31,85,61
21401,2009-11-30,88,76
21401,2009-12-31,91,67
21401,2010-01-31,93,62
21401,2010-02-28,98,95
21401,2010-03-31,101,107
21401,2010-04-30,102,73
21401,2010-05-31,104,54
21401,2010-06-30,109,61
21401,2010-07-31,111,66
21401,2010-08-31,113,66
21401,2010-09-30,114,66
21401,2010-10-31,117,91
21401,2010-11-30,120,82
21401,2010-12-31,121,86
21401,2011-01-31,121,78
21401,2011-02-28,122,75
21401,2011-03-31,122,91
21401,2011-04-30,125,86
21401,2011-05-31,125,73
21401,2011-06-30,128,73
21401,2011-07-31,130,68
21401,2011-08-31,133,152
21401,2011-09-30,133,444
21401,2011-10-31,133,0
21401,2011-11-30,133,0
21401,2011-12-31,133,0
21401,2012-01-31,133,0
22101,2006-01-31,1,0
22101,2006-03-31,1,0
22101,2006-04-30,1,0
22101,2006-06-30,1,0
22101,2006-07-31,1,0
22101,2006-10-31,1,0
22101,2006-12-31,1,0
22101,2007-01-31,1,0
22101,2007-03-31,1,0
22101,2007-04-30,1,0
22101,2007-06-30,1,0
22101,2007-07-31,1,0
22101,2007-09-30,12,48
22101,2007-10-31,14,15
22101,2007-12-31,23,57
22101,2008-01-31,28,48
22101,2008-03-31,33,42
22101,2008-04-30,36,45
22101,2008-06-30,46,69
22101,2008-07-31,55,107
22101,2008-09-30,63,55
22101,2008-10-31,69,47
22101,2008-12-31,73,69
22101,2009-01-31,74,69
22101,2009-03-31,79,62
22101,2009-04-30,82,51
22101,2009-05-31,83,38
22101,2009-06-30,85,24
22101,2009-07-31,90,53
22101,2009-08-31,92,31
22101,2009-09-30,95,35
22101,2009-10-31,102,57
22101,2009-11-30,103,33
22101,2009-12-31,103,22
22101,2010-01-31,104,20
22101,2010-02-28,106,30
22101,2010-03-31,109,40
22101,2010-04-30,111,31
22101,2010-05-31,115,34
22101,2010-06-30,117,34
22101,2010-07-31,120,39
22101,2010-08-31,125,49
22101,2010-09-30,128,34
22101,2010-10-31,133,61
22101,2010-11-30,136,58
22101,2010-12-31,137,57
22101,2011-01-31,145,90
22101,2011-02-28,147,119
22101,2011-03-31,148,120
22101,2011-04-30,150,73
22101,2011-05-31,156,143
22101,2011-06-30,159,140
22101,2011-07-31,165,177
22101,2011-08-31,167,200
22101,2011-09-30,167,310
22101,2011-10-31,170,315
22101,2011-11-30,174,365
22101,2011-12-31,178,339
22101,2012-01-31,181,181
31100,2006-01-31,726,994
31100,2006-03-31,860,735
31100,2006-04-30,911,572
31100,2006-06-30,1079,1239
31100,2006-07-31,1154,1240
31100,2006-09-30,1307,1270
31100,2006-10-31,1361,813
31100,2006-12-31,1491,1419
31100,2007-01-31,1578,1493
31100,2007-03-31,1766,1765
31100,2007-04-30,1860,1587
31100,2007-06-30,2030,1455
31100,2007-07-31,2125,1574
31100,2007-09-30,2246,1050
31100,2007-10-31,2306,1300
31100,2007-12-31,2398,659
31100,2008-01-31,2462,1327
31100,2008-03-31,2588,1270
31100,2008-04-30,2639,1418
31100,2008-06-30,2777,2057
31100,2008-07-31,2854,1615
31100,2008-09-30,2969,1597
31100,2008-10-31,3036,1720
31100,2008-12-31,3119,1969
31100,2009-01-31,3186,1470
31100,2009-03-31,3322,2453
31100,2009-04-30,3413,2945
31100,2009-05-31,3460,2266
31100,2009-06-30,3528,2565
31100,2009-07-31,3598,2732
31100,2009-08-31,3634,2279
31100,2009-09-30,3708,2379
31100,2009-10-31,3777,3446
31100,2009-11-30,3845,3625
31100,2009-12-31,3919,3903
31100,2010-01-31,3980,3410
31100,2010-02-28,4034,3501
31100,2010-03-31,4110,4644
31100,2010-04-30,4187,4334
31100,2010-05-31,4257,4192
31100,2010-06-30,4302,3888
31100,2010-07-31,4370,4387
31100,2010-08-31,4427,4516
31100,2010-09-30,4480,4482
31100,2010-10-31,4514,3921
31100,2010-11-30,4543,3299
31100,2010-12-31,4581,3155
31100,2011-01-31,4639,2695
31100,2011-02-28,4688,1316
31100,2011-03-31,4746,3886
31100,2011-04-30,4792,3784
31100,2011-05-31,4842,4432
31100,2011-06-30,4896,3956
31100,2011-07-31,4952,4304
31100,2011-08-31,4983,3930
31100,2011-09-30,5002,1716
31100,2011-10-31,5038,3710
31100,2011-11-30,5087,4395
31100,2011-12-31,5123,4401
31100,2012-01-31,5161,4664
31101,2006-01-31,3,1
31101,2006-03-31,4,0
31101,2006-04-30,4,0
31101,2006-06-30,4,0
31101,2006-07-31,4,0
31101,2006-09-30,4,0
31101,2006-10-31,4,0
31101,2006-12-31,4,0
31101,2007-01-31,5,1
31101,2007-03-31,6,0
31101,2007-04-30,6,0
31101,2007-06-30,46,123
31101,2007-07-31,81,182
31101,2007-09-30,110,51
31101,2007-10-31,126,116
31101,2007-12-31,154,83
31101,2008-01-31,174,120
31101,2008-03-31,206,164
31101,2008-04-30,227,178
31101,2008-06-30,265,279
31101,2008-07-31,292,222
31101,2008-09-30,341,210
31101,2008-10-31,364,286
31101,2008-12-31,398,271
31101,2009-01-31,424,302
31101,2009-03-31,463,404
31101,2009-04-30,487,332
31101,2009-05-31,501,224
31101,2009-06-30,518,328
31101,2009-07-31,532,238
31101,2009-08-31,547,261
31101,2009-09-30,564,335
31101,2009-10-31,577,240
31101,2009-11-30,585,217
31101,2009-12-31,597,197
31101,2010-01-31,606,157
31101,2010-02-28,617,161
31101,2010-03-31,642,429
31101,2010-04-30,655,253
31101,2010-05-31,674,268
31101,2010-06-30,695,262
31101,2010-07-31,714,275
31101,2010-08-31,736,277
31101,2010-09-30,752,306
31101,2010-10-31,761,269
31101,2010-11-30,768,199
31101,2010-12-31,775,235
31101,2011-01-31,787,255
31101,2011-02-28,800,160
31101,2011-03-31,822,270
31101,2011-04-30,840,182
31101,2011-05-31,861,282
31101,2011-06-30,879,244
31101,2011-07-31,891,225
31101,2011-08-31,908,244
31101,2011-09-30,931,355
31101,2011-10-31,954,278
31101,2011-11-30,969,193
31101,2011-12-31,977,176
31101,2012-01-31,989,221
31102,2006-09-30,4,0
31102,2007-03-31,1,1
31102,2007-04-30,1,0
31102,2007-06-30,20,66
31102,2007-07-31,30,45
31102,2007-09-30,62,90
31102,2007-10-31,62,113
31102,2007-12-31,79,85
31102,2008-01-31,100,132
31102,2008-03-31,116,111
31102,2008-04-30,130,144
31102,2008-06-30,172,185
31102,2008-07-31,184,143
31102,2008-09-30,265,161
31102,2008-10-31,225,142
31102,2008-12-31,264,230
31102,2009-01-31,267,167
31102,2009-03-31,300,268
31102,2009-04-30,325,299
31102,2009-05-31,335,208
31102,2009-06-30,355,245
31102,2009-07-31,372,178
31102,2009-08-31,380,212
31102,2009-09-30,438,142
31102,2009-10-31,455,188
31102,2009-11-30,468,226
31102,2009-12-31,483,168
31102,2010-01-31,500,159
31102,2010-02-28,518,189
31102,2010-03-31,550,279
31102,2010-04-30,571,204
31102,2010-05-31,590,250
31102,2010-06-30,607,229
31102,2010-07-31,625,157
31102,2010-08-31,646,222
31102,2010-09-30,669,209
31102,2010-10-31,686,246
31102,2010-11-30,698,183
31102,2010-12-31,708,211
31102,2011-01-31,719,255
31102,2011-02-28,735,266
31102,2011-03-31,755,306
31102,2011-04-30,773,298
31102,2011-05-31,796,453
31102,2011-06-30,816,366
31102,2011-07-31,846,457
31102,2011-08-31,872,556
31102,2011-09-30,906,516
31102,2011-10-31,938,541
31102,2011-11-30,962,584
31102,2011-12-31,981,461
31102,2012-01-31,995,402
32205,2006-01-31,1,0
32205,2006-03-31,1,0
32205,2006-04-30,1,0
32205,2006-06-30,1,0
32205,2006-07-31,1,0
32205,2006-09-30,1,0
32205,2006-10-31,1,0
32205,2006-12-31,1,0
32205,2007-01-31,1,1
32205,2007-03-31,1,0
32205,2007-04-30,1,0
32205,2007-06-30,1,0
32205,2007-07-31,1,0
32205,2007-09-30,1,0
32205,2007-10-31,4,11
32205,2007-12-31,29,42
32205,2008-01-31,42,49
32205,2008-03-31,60,51
32205,2008-04-30,79,92
32205,2008-06-30,105,64
32205,2008-07-31,122,100
32205,2008-09-30,143,94
32205,2008-10-31,157,80
32205,2008-12-31,189,36
32205,2009-01-31,211,56
32205,2009-03-31,252,79
32205,2009-04-30,277,68
32205,2009-05-31,296,58
32205,2009-06-30,309,53
32205,2009-07-31,340,118
32205,2009-08-31,362,78
32205,2009-09-30,380,69
32205,2009-10-31,397,82
32205,2009-11-30,419,131
32205,2009-12-31,438,105
32205,2010-01-31,445,49
32205,2010-02-28,456,84
32205,2010-03-31,475,184
32205,2010-04-30,484,166
32205,2010-05-31,493,50
32205,2010-06-30,499,40
32205,2010-07-31,502,19
32205,2010-08-31,506,16
32205,2010-09-30,508,9
32205,2010-10-31,510,14
32205,2010-11-30,514,23
32205,2010-12-31,519,34
32205,2011-01-31,532,61
32205,2011-02-28,535,45
32205,2011-03-31,543,110
32205,2011-04-30,545,43
32205,2011-05-31,549,79
32205,2011-06-30,555,94
32205,2011-07-31,559,126
32205,2011-08-31,562,100
32205,2011-09-30,566,124
32205,2011-10-31,586,237
32205,2011-11-30,598,375
32205,2011-12-31,598,344
32205,2012-01-31,598,395
32207,2007-03-31,1,0
32207,2007-04-30,1,0
32207,2007-06-30,1,0
32207,2007-07-31,1,0
32207,2007-09-30,1,0
32207,2007-10-31,1,0
32207,2007-12-31,1,0
32207,2008-01-31,3,2
32207,2008-03-31,11,16
32207,2008-04-30,27,45
32207,2008-06-30,53,68
32207,2008-07-31,63,58
32207,2008-09-30,67,41
32207,2008-10-31,76,20
32207,2008-12-31,88,55
32207,2009-01-31,90,51
32207,2009-03-31,103,66
32207,2009-04-30,111,66
32207,2009-05-31,120,91
32207,2009-06-30,122,56
32207,2009-07-31,135,118
32207,2009-08-31,143,90
32207,2009-09-30,146,108
32207,2009-10-31,153,122
32207,2009-11-30,159,56
32207,2009-12-31,168,102
32207,2010-01-31,174,78
32207,2010-02-28,180,110
32207,2010-03-31,189,146
32207,2010-04-30,195,103
32207,2010-05-31,200,122
32207,2010-06-30,206,144
32207,2010-07-31,214,118
32207,2010-08-31,221,129
32207,2010-09-30,231,114
32207,2010-10-31,235,91
32207,2010-11-30,237,83
32207,2010-12-31,238,96
32207,2011-01-31,242,121
32207,2011-02-28,245,123
32207,2011-03-31,253,131
32207,2011-04-30,261,111
32207,2011-05-31,272,101
32207,2011-06-30,280,115
32207,2011-07-31,287,101
32207,2011-08-31,294,103
32207,2011-09-30,300,88
32207,2011-10-31,308,90
32207,2011-11-30,315,127
32207,2011-12-31,318,67
32207,2012-01-31,323,100
32301,2006-01-31,207,203
32301,2006-03-31,291,299
32301,2006-04-30,320,201
32301,2006-06-30,395,251
32301,2006-07-31,445,426
